Word,Without_Diacritics,Count,Root,Wazn,Status,Source_Of_Claim
اثْنَا,اثنا,2,إثن,فِعْل,open_class,wazn_alignment:فِعْل
اجْتَبَاكُمْ,اجتباكم,2,جبا,افْتَعَل,open_class,wazn_alignment:إِفْتَعَل
اجْتَرَحُوا,اجترحوا,2,جرح,افْتَعَل,open_class,wazn_alignment:إِفْتَعَل
اجْتَمَعَتِ,اجتمعت,2,جمع,افْتَعَل,open_class,wazn_alignment:إِفْتَعَل
اجْتَمَعُوا,اجتمعوا,2,جمع,افْتَعَل,open_class,wazn_alignment:إِفْتَعَل
اجْتَنَبُوا,اجتنبوا,2,جنب,افْتَعَل,open_class,wazn_alignment:إِفْتَعَل
اجْتَنِبُوا,اجتنبوا,2,جنب,افْتَعَل,open_class,wazn_alignment:إِفْتَعِل
احْتَمَلُوا,احتملوا,2,حمل,افْتَعَل,open_class,wazn_alignment:إِفْتَعَل
احْشُرُوا,احشروا,2,أحشر,فُعْلُل,open_class,wazn_alignment:فُعْلُل
احْمِلْ,احمل,2,حمل,إِفْعِلْ,open_class,wazn_alignment:إِفْعِلْ
اخْتَصَمُوا,اختصموا,2,خصم,افْتَعَل,open_class,wazn_alignment:إِفْتَعَل
اخْتَلَفَ,اختلف,2,خلف,افْتَعَل,open_class,wazn_alignment:إِفْتَعَل
اخْتَلَفْتُمْ,اختلفتم,2,خلف,افْتَعَل,open_class,wazn_alignment:إِفْتَعَل
اخْتِلَافَاً,اختلافا,2,خلف,افْتَعَل,open_class,wazn_alignment:إِفْتِعَال
اخْرُجُوا,اخرجوا,2,أخرج,فُعْلُل,open_class,wazn_alignment:فُعْلُل
ادْخُلِ,ادخل,2,أدخل,فُعْلُل,open_class,wazn_alignment:فُعْلُل
اذْكُرْ,اذكر,2,ذكر,أُفْعُلْ,open_class,wazn_alignment:أُفْعُلْ
ارْتَابُوا,ارتابوا,2,راب,افْتَعَل,open_class,wazn_alignment:إِفْتَعِل
ارْكُضْ,اركض,2,ركض,أُفْعُلْ,open_class,wazn_alignment:أُفْعُلْ
اسْتَأْجَرْتَ,استأجرت,2,أجر,افْتَعَل,open_class,wazn_alignment:إِسْتَفْعَل
اسْتَأْذَنَكَ,استأذنك,2,أذن,افْتَعَل,open_class,wazn_alignment:إِسْتَفْعَل
اسْتَخْرَجَهَا,استخرجها,2,خرج,افْتَعَل,open_class,wazn_alignment:إِسْتَفْعَل
اسْتَسْقَاهُ,استسقاه,2,سقا,افْتَعَل,open_class,wazn_alignment:إِسْتَفْعَل
اسْتَطَعْتُ,استطعت,2,سطع,افْتَعَل,open_class,wazn_alignment:إِفْتَعَل
اسْتَطَعْنَا,استطعنا,2,سطع,افْتَعَل,open_class,wazn_alignment:إِفْتَعَل
اسْتَطْعَمَا,استطعما,2,طعم,افْتَعَل,open_class,wazn_alignment:إِسْتَفْعَل
اسْتَعْجَلْتُمْ,استعجلتم,2,عجل,افْتَعَل,open_class,wazn_alignment:إِسْتَفْعَل
اسْتَغْنَى,استغنى,2,غنى,افْتَعَل,open_class,wazn_alignment:إِسْتَفْعَل
اسْتَكْبَرْتُمْ,استكبرتم,2,كبر,افْتَعَل,open_class,wazn_alignment:إِسْتَفْعَل
اسْتَكْثَرْتُمْ,استكثرتم,2,كثر,افْتَعَل,open_class,wazn_alignment:إِسْتَفْعَل
اسْتَمْتَعَ,استمتع,2,متع,افْتَعَل,open_class,wazn_alignment:إِسْتَفْعَل
اسْتَمْتَعْتُمْ,استمتعتم,2,متع,افْتَعَل,open_class,wazn_alignment:إِسْتَفْعَل
اسْتَمْسَكَ,استمسك,2,مسك,افْتَعَل,open_class,wazn_alignment:إِسْتَفْعَل
اسْتَنْصَرَهُ,استنصره,2,نصر,افْتَعَل,open_class,wazn_alignment:إِسْتَفْعَل
اسْتَنْكَفُوا,استنكفوا,2,نكف,افْتَعَل,open_class,wazn_alignment:إِسْتَفْعَل
اسْتَوَيْتَ,استويت,2,سوي,افْتَعَل,open_class,wazn_alignment:إِفْتَعَل
اسْتَوَيْتُمْ,استويتم,2,سوي,افْتَعَل,open_class,wazn_alignment:إِفْتَعَل
اسْتَيْأَسُوا,استيأسوا,2,يأس,افْتَعَل,open_class,wazn_alignment:إِسْتَفْعَل
اسْتَيْسَرَ,استيسر,2,يسر,افْتَعَل,open_class,wazn_alignment:إِسْتَفْعَل
اسْتِبْدَالَ,استبدال,2,بدل,افْتَعَل,open_class,wazn_alignment:إِسْتِفْعَال
اسْتِعْجَالَهُمْ,استعجالهم,2,عجل,افْتَعَل,open_class,wazn_alignment:إِسْتِفْعَال
اسْلُكْ,اسلك,2,سلك,افْتَعَل,open_class,wazn_alignment:أُفْعُلْ
اشْدُدْ,اشدد,2,شدد,أُفْعُلْ,open_class,wazn_alignment:أُفْعُلْ
اشْرَحْ,اشرح,2,شرح,إِفْعَلْ,open_class,wazn_alignment:إِفْعَلْ
اطْمِسْ,اطمس,2,طمس,إِفْعِلْ,open_class,wazn_alignment:إِفْعِلْ
اعْتَدَوْا,اعتدوا,2,عدو,افْتَعَل,open_class,wazn_alignment:إِفْتَعَل
اعْتَدَيْنَا,اعتدينا,2,عدي,افْتَعَل,open_class,wazn_alignment:إِفْتَعَل
اعْتَرَاكَ,اعتراك,2,عرا,افْتَعَل,open_class,wazn_alignment:إِفْتَعَل
اعْتَرَفُوا,اعترفوا,2,عرف,افْتَعَل,open_class,wazn_alignment:إِفْتَعَل
اعْتَزَلَهُمْ,اعتزلهم,2,عزل,افْتَعَل,open_class,wazn_alignment:إِفْتَعَل
اغْدُوا,اغدوا,2,أغد,فُعْل,open_class,wazn_alignment:فُعْل
افْتَحْ,افتح,2,فتح,إِفْعَلْ,open_class,wazn_alignment:إِفْعَلْ
افْتَرَيْنَا,افترينا,2,فري,افْتَعَل,open_class,wazn_alignment:إِفْتَعَل
افْتِرَاءً,افتراء,2,فرء,افْتَعَل,open_class,wazn_alignment:إِفْتِعَال
اقْتَرَبَ,اقترب,2,قرب,افْتَعَل,open_class,wazn_alignment:إِفْتَعَل
اقْتَرَبَتِ,اقتربت,2,قرب,افْتَعَل,open_class,wazn_alignment:إِفْتَعَل
اقْنُتِي,اقنتي,2,أقن,فُعْل,open_class,wazn_alignment:فُعْل
اكْتَالُوا,اكتالوا,2,كال,افْتَعَل,open_class,wazn_alignment:إِفْتَعِل
اكْتَتَبَهَا,اكتتبها,2,كتب,افْتَعَل,open_class,wazn_alignment:إِفْتَعَل
اكْتَسَبَتْ,اكتسبت,2,كسب,افْتَعَل,open_class,wazn_alignment:إِفْتَعَل
اكْتَسَبْنَ,اكتسبن,2,كسب,افْتَعَل,open_class,wazn_alignment:إِفْتَعَل
اكْشِفْ,اكشف,2,كشف,إِفْعِلْ,open_class,wazn_alignment:إِفْعِلْ
اكْفُرْ,اكفر,2,كفر,أُفْعُلْ,open_class,wazn_alignment:أُفْعُلْ
التَّرَاقِيَ,التراقي,2,رقي,تَفَاعِل,open_class,wazn_alignment:تَفَاعِل
التَّعَفُّفِ,التعفف,2,عفف,تَفَعُّل,open_class,wazn_alignment:تَفَعُّل
التَّغَابُنِ,التغابن,2,غبن,تَفَاعُل,open_class,wazn_alignment:تَفَاعُل
التَّكَاثُرُ,التكاثر,2,كثر,تَفَاعُل,open_class,wazn_alignment:تَفَاعُل
التَّلَاقِ,التلاق,2,لاق,تَفَعُل,open_class,wazn_alignment:تَفَعُل
التَّنَادِ,التناد,2,ناد,تَفَعُل,open_class,wazn_alignment:تَفَعُل
التَّنَاوُشُ,التناوش,2,نوش,تَفَاعُل,open_class,wazn_alignment:تَفَاعُل
التَّوْبِ,التوب,2,توب,فَعْل,open_class,wazn_alignment:فَعْل
الثَّابِتِ,الثابت,2,ثبت,فَاعِل,open_class,wazn_alignment:فَاعِل
الثَّاقِبُ,الثاقب,2,ثقب,فَاعِل,open_class,wazn_alignment:فَاعِل
الثَّوَابُ,الثواب,2,ثاب,فَوَعَل,open_class,wazn_alignment:فَوَعَل
الثَّوَابِ,الثواب,2,ثاب,فَوَعَل,open_class,wazn_alignment:فَوَعَل
الثُّلُثُ,الثلث,2,ثلث,فُعُل,open_class,wazn_alignment:فُعُل
الثُّلُثِ,الثلث,2,ثلث,فُعُل,open_class,wazn_alignment:فُعُل
الثِّقَالَ,الثقال,2,ثقل,فِعَال,open_class,wazn_alignment:فِعَال
الدَّاعِيَ,الداعي,2,دعي,فَاعِل,open_class,wazn_alignment:فَاعِل
الدَّوَائِرَ,الدوائر,2,دئر,فَوَاعِل,open_class,wazn_alignment:فَوَاعِل
الدُّبُرَ,الدبر,2,دبر,فُعُل,open_class,wazn_alignment:فُعُل
الذَّنْبِ,الذنب,2,ذنب,فَعْل,open_class,wazn_alignment:فَعْل
الرشاد,الرشاد,2,رشد,فِعَال,open_class,wazn_alignment:فِعَال
الرَّأْيِ,الرأي,2,رأي,فَعْل,open_class,wazn_alignment:فَعْل
الرَّجْعِ,الرجع,2,رجع,فَعْل,open_class,wazn_alignment:فَعْل
الرَّزَّاقُ,الرزاق,2,رزق,فَعَّال,open_class,wazn_alignment:فَعَّال
الرَّشَادِ,الرشاد,2,رشاد,فَفَعَل,open_class,wazn_alignment:فَفَعَل
الرَّشِيدُ,الرشيد,2,رشد,فَعِيل,open_class,wazn_alignment:فَعِيل
الرَّفَثُ,الرفث,2,رفث,فَعَل,open_class,wazn_alignment:فَعَل
الرَّقِيبَ,الرقيب,2,رقب,فَعِيل,open_class,wazn_alignment:فَعِيل
الرَّهْبِ,الرهب,2,رهب,فَعْل,open_class,wazn_alignment:فَعْل
الرَّوْعُ,الروع,2,روع,فَعْل,open_class,wazn_alignment:فَعْل
الرُّشْدُ,الرشد,2,رشد,فُعْل,open_class,wazn_alignment:فُعْل
الرُّوحَ,الروح,2,روح,فُعِل,open_class,wazn_alignment:فُعِل
الرُّوحِ,الروح,2,روح,فُعِل,open_class,wazn_alignment:فُعِل
الرُّومُ,الروم,2,روم,فُعِل,open_class,wazn_alignment:فُعِل
الرِّجْزُ,الرجز,2,رجز,فِعْل,open_class,wazn_alignment:فِعْل
الرِّعَاءُ,الرعاء,2,رعء,فِعَال,open_class,wazn_alignment:فِعَال
الرِّفْدُ,الرفد,2,رفد,فِعْل,open_class,wazn_alignment:فِعْل
الرِّيحِ,الريح,2,ريح,فِعَل,open_class,wazn_alignment:فِعَل
الرِّيَاحُ,الرياح,2,راح,فِيعَل,open_class,wazn_alignment:فِيعَل
الزَّادِ,الزاد,2,زاد,فَعَل,open_class,wazn_alignment:فَعَل
الزَّانِي,الزاني,2,زني,فَاعِل,open_class,wazn_alignment:فَاعِل
الزَّبُورِ,الزبور,2,زبر,فَعُول,open_class,wazn_alignment:فَعُول
الزُّرَّاعَ,الزراع,2,زرع,فُعَّال,open_class,wazn_alignment:فُعَّال
الزُّورَ,الزور,2,زور,فُعِل,open_class,wazn_alignment:فُعِل
الزُّورِ,الزور,2,زور,فُعِل,open_class,wazn_alignment:فُعِل
الزِّنَا,الزنا,2,إلز,فِعَل,open_class,wazn_alignment:فِعَل
السَّبْتُ,السبت,2,سبت,فَعْل,open_class,wazn_alignment:فَعْل
السَّرَائِرُ,السرائر,2,سرر,فَعَائِل,open_class,wazn_alignment:فَعَائِل
السَّرَّاءِ,السراء,2,سرء,فَعَّال,open_class,wazn_alignment:فَعَّال
السَّلَامَ,السلام,2,سلام,فَفَعَل,open_class,wazn_alignment:فَفَعَل
السَّلَامُ,السلام,2,سلام,فَفَعَل,open_class,wazn_alignment:فَفَعَل
السَّمْعِ,السمع,2,سمع,فَعْل,open_class,wazn_alignment:فَعْل
السَّيِّئُ,السيئ,2,سيئ,فَعِّل,open_class,wazn_alignment:فَعِّل
السَّيِّئِ,السيئ,2,سيئ,فَعِّل,open_class,wazn_alignment:فَعِّل
السَّيْرَ,السير,2,سير,فَعْل,open_class,wazn_alignment:فَعْل
السُّبُلَ,السبل,2,سبل,فُعُل,open_class,wazn_alignment:فُعُل
السُّفَهَاءَ,السفهاء,2,سفه,فُعَلَاء,open_class,wazn_alignment:فُعَلَاء
السُّوءِ,السوء,2,سوء,فُعِل,open_class,wazn_alignment:فُعِل
السُّوأَى,السوأى,2,سوى,فُعَال,open_class,wazn_alignment:فُعَال
السِّحْرُ,السحر,2,سحر,فِعْل,open_class,wazn_alignment:فِعْل
السِّحْرِ,السحر,2,سحر,فِعْل,open_class,wazn_alignment:فِعْل
الشَّرَّ,الشر,2,شرر,فَعَّ,open_class,wazn_alignment:فَعَّ
الشَّكُورُ,الشكور,2,شكر,فَعُول,open_class,wazn_alignment:فَعُول
الشَّهْرُ,الشهر,2,شهر,فَعْل,open_class,wazn_alignment:فَعْل
الشَّهْرِ,الشهر,2,شهر,فَعْل,open_class,wazn_alignment:فَعْل
الشُّحَّ,الشح,2,شحح,فُعَّ,open_class,wazn_alignment:فُعَّ
الشِّرْكَ,الشرك,2,شرك,فِعْل,open_class,wazn_alignment:فِعْل
الشِّعْرَى,الشعرى,2,شعر,فِعْلَى,open_class,wazn_alignment:فِعْلَى
الصَّالِحُ,الصالح,2,صلح,فَاعِل,open_class,wazn_alignment:فَاعِل
الصَّفَا,الصفا,2,صفا,فَعَل,open_class,wazn_alignment:فَعَل
الصَّفْحَ,الصفح,2,صفح,فَعْل,open_class,wazn_alignment:فَعْل
الصَّمَدُ,الصمد,2,صمد,فَعَل,open_class,wazn_alignment:فَعَل
الصِّدِّيقُ,الصديق,2,صدق,فِعِّيل,open_class,wazn_alignment:فِعِّيل
الصِّدْقِ,الصدق,2,صدق,فِعْل,open_class,wazn_alignment:فِعْل
الصِّيَامَ,الصيام,2,صام,فِيعَل,open_class,wazn_alignment:فِيعَل
الصِّيَامُ,الصيام,2,صام,فِيعَل,open_class,wazn_alignment:فِيعَل
الصِّيَامِ,الصيام,2,صام,فِيعَل,open_class,wazn_alignment:فِيعَل
الضَّرَرِ,الضرر,2,ضرر,فَعَل,open_class,wazn_alignment:فَعَل
الضَّرَّاءُ,الضراء,2,ضرء,فَعَّال,open_class,wazn_alignment:فَعَّال
الضُّرَّ,الضر,2,ضرر,فُعَّ,open_class,wazn_alignment:فُعَّ
الضُّرِّ,الضر,2,ضرر,فُعِّ,open_class,wazn_alignment:فُعِّ
الضُّعَفَاءِ,الضعفاء,2,ضعف,فُعَلَاء,open_class,wazn_alignment:فُعَلَاء
الضِّعْفِ,الضعف,2,ضعف,فِعْل,open_class,wazn_alignment:فِعْل
الطَّارِقُ,الطارق,2,طرق,فَاعِل,open_class,wazn_alignment:فَاعِل
الطَّاغُوتُ,الطاغوت,2,طغت,فَاعُول,open_class,wazn_alignment:فَاعُول
الطَّالِبُ,الطالب,2,طلب,فَاعِل,open_class,wazn_alignment:فَاعِل
الطَّلَاقَ,الطلاق,2,طلاق,فَفَعَل,open_class,wazn_alignment:فَفَعَل
الطَّلَاقُ,الطلاق,2,طلاق,فَفَعَل,open_class,wazn_alignment:فَفَعَل
الطُّوفَانَ,الطوفان,2,طوف,فُعِل,open_class,wazn_alignment:فُعِل
الطُّوفَانُ,الطوفان,2,طوف,فُعِل,open_class,wazn_alignment:فُعِل
الظَّالِمُ,الظالم,2,ظلم,فَاعِل,open_class,wazn_alignment:فَاعِل
الظَّالِمِ,الظالم,2,ظلم,فَاعِل,open_class,wazn_alignment:فَاعِل
الظَّمْآنُ,الظمآن,2,ظمء,فَعْلَان,open_class,wazn_alignment:فَعْلَان
الظِّلَّ,الظل,2,ظلل,فِعَّ,open_class,wazn_alignment:فِعَّ
الظِّلُّ,الظل,2,ظلل,فِعُّ,open_class,wazn_alignment:فِعُّ
الظِّلِّ,الظل,2,ظلل,فِعِّ,open_class,wazn_alignment:فِعِّ
العِقَابِ,العقاب,2,عقب,فِعَال,open_class,wazn_alignment:فِعَال
اللَّاتَ,اللات,2,لوت,فَالَ,open_class,wazn_alignment:فَالَ
اللَّغْوَ,اللغو,2,لغو,فَعْل,open_class,wazn_alignment:فَعْل
اللَّغْوِ,اللغو,2,لغو,فَعْل,open_class,wazn_alignment:فَعْل
اللَّمَمَ,اللمم,2,لمم,فَعَل,open_class,wazn_alignment:فَعَل
اللَّهْوِ,اللهو,2,لهو,فَعْل,open_class,wazn_alignment:فَعْل
النَّاقُورِ,الناقور,2,نقر,فَاعُول,open_class,wazn_alignment:فَاعُول
النَّبَإِ,النبإ,2,نبإ,فَعَل,open_class,wazn_alignment:فَعَل
النَّسِيءُ,النسيء,2,نسء,فَعِيل,open_class,wazn_alignment:فَعِيل
النَّفْسُ,النفس,2,نفس,فَعْل,open_class,wazn_alignment:فَعْل
النُّذُرِ,النذر,2,نذر,فُعُل,open_class,wazn_alignment:فُعُل
النُّفُوسُ,النفوس,2,فوس,نُفعِل,open_class,wazn_alignment:نُفعِل
النُّورَ,النور,2,نور,فُعِل,open_class,wazn_alignment:فُعِل
النُّورُ,النور,2,نور,فُعِل,open_class,wazn_alignment:فُعِل
النِّصْفُ,النصف,2,نصف,فِعْل,open_class,wazn_alignment:فِعْل
النِّكَاحَ,النكاح,2,نكح,فِعَال,open_class,wazn_alignment:فِعَال
الِاسْمُ,الاسم,2,اسم,فَعْل,open_class,wazn_alignment:فَعْل
الْأَبْتَرُ,الأبتر,2,بتر,أَفْعَل,open_class,wazn_alignment:أَفْعَل
الْأَبْصَارَ,الأبصار,2,بصر,أَفْعَال,open_class,wazn_alignment:أَفْعَال
الْأَتْقَى,الأتقى,2,تقي,أَفْعَى,open_class,wazn_alignment:أَفْعَى
الْأَثِيمِ,الأثيم,2,ثيم,أَفعِل,open_class,wazn_alignment:أَفعِل
الْأَجَلَ,الأجل,2,أجل,فَعَل,open_class,wazn_alignment:فَعَل
الْأَحْمَالِ,الأحمال,2,حمل,أَفْعَال,open_class,wazn_alignment:أَفْعَال
الْأَحْيَاءُ,الأحياء,2,حيء,أَفْعَال,open_class,wazn_alignment:أَفْعَال
الْأَسْرَى,الأسرى,2,سري,أَفْعَى,open_class,wazn_alignment:أَفْعَى
الْأَسْفَلِ,الأسفل,2,سفل,أَفْعَل,open_class,wazn_alignment:أَفْعَل
الْأَسْوَدِ,الأسود,2,أسد,فَعْوَل,open_class,wazn_alignment:فَعْوَل
الْأَشِرُ,الأشر,2,أشر,فَعل,open_class,wazn_alignment:فَعل
الْأَشْرَارِ,الأشرار,2,شرر,أَفْعَال,open_class,wazn_alignment:أَفْعَال
الْأَصْوَاتُ,الأصوات,2,صوت,أَفْعَال,open_class,wazn_alignment:أَفْعَال
الْأَصْوَاتِ,الأصوات,2,صوت,أَفْعَال,open_class,wazn_alignment:أَفْعَال
الْأَعَزُّ,الأعز,2,عزز,أَفَعُّ,open_class,wazn_alignment:أَفَعُّ
الْأَعْدَاءَ,الأعداء,2,عدء,أَفْعَال,open_class,wazn_alignment:أَفْعَال
الْأَقَاوِيلِ,الأقاويل,2,قول,أَفَاعِيل,open_class,wazn_alignment:أَفَاعِيل
الْأَقْصَى,الأقصى,2,قصي,أَفْعَى,open_class,wazn_alignment:أَفْعَى
الْأَكْرَمُ,الأكرم,2,كرم,أَفْعَل,open_class,wazn_alignment:أَفْعَل
الْأَلِيمُ,الأليم,2,ليم,أَفعِل,open_class,wazn_alignment:أَفعِل
الْأَلِيمِ,الأليم,2,ليم,أَفعِل,open_class,wazn_alignment:أَفعِل
الْأَمَانِيُّ,الأماني,2,مان,أَفَعُل,open_class,wazn_alignment:أَفَعُل
الْأَمَلُ,الأمل,2,أمل,فَعَل,open_class,wazn_alignment:فَعَل
الْأَمِينِ,الأمين,2,مين,أَفعِل,open_class,wazn_alignment:أَفعِل
الْأَمْنُ,الأمن,2,لأم,إِفْعَلْ,open_class,wazn_alignment:إِفْعَلْ
الْأَمْنِ,الأمن,2,لأم,إِفْعَلْ,open_class,wazn_alignment:إِفْعَلْ
الْأَمْوَاتُ,الأموات,2,موت,أَفْعَال,open_class,wazn_alignment:أَفْعَال
الْأَوْفَى,الأوفى,2,وفي,أَفْعَى,open_class,wazn_alignment:أَفْعَى
الْأَيَّامُ,الأيام,2,أيم,فَعَّال,open_class,wazn_alignment:فَعَّال
الْأَيَّامِ,الأيام,2,أيم,فَعَّال,open_class,wazn_alignment:فَعَّال
الْأَيْدِ,الأيد,2,أيد,فَعْل,open_class,wazn_alignment:فَعْل
الْأَيْمَنَ,الأيمن,2,أمن,فَيْعَل,open_class,wazn_alignment:فَيْعَل
الْأُمَمِ,الأمم,2,أمم,فُعل,open_class,wazn_alignment:فُعل
الْأُمُورَ,الأمور,2,أمر,فُعُول,open_class,wazn_alignment:فُعُول
الْإِحْسَانُ,الإحسان,2,إحس,فِعْلَان,open_class,wazn_alignment:فِعْلَان
الْإِحْسَانِ,الإحسان,2,إحس,فِعْلَان,open_class,wazn_alignment:فِعْلَان
الْبَأْسَ,البأس,2,بأس,فَعْل,open_class,wazn_alignment:فَعْل
الْبَأْسَاءُ,البأساء,2,بأس,فَعْلَاء,open_class,wazn_alignment:فَعْلَاء
الْبَأْسَاءِ,البأساء,2,بأس,فَعْلَاء,open_class,wazn_alignment:فَعْلَاء
الْبَأْسِ,البأس,2,بأس,فَعْل,open_class,wazn_alignment:فَعْل
الْبَائِسَ,البائس,2,بوس,فَائِل,open_class,wazn_alignment:فَائِل
الْبَارِئُ,البارئ,2,برئ,فَاعِل,open_class,wazn_alignment:فَاعِل
الْبَدْوِ,البدو,2,بدو,فَعْل,open_class,wazn_alignment:فَعْل
الْبَرْقُ,البرق,2,برق,فَعْل,open_class,wazn_alignment:فَعْل
الْبَسْطِ,البسط,2,بسط,فَعْل,open_class,wazn_alignment:فَعْل
الْبَشِيرُ,البشير,2,بشر,فَعِيل,open_class,wazn_alignment:فَعِيل
الْبَعِيدِ,البعيد,2,بعد,فَعِيل,open_class,wazn_alignment:فَعِيل
الْبَغْضَاءُ,البغضاء,2,بغض,فَعْلَاء,open_class,wazn_alignment:فَعْلَاء
الْبَغْيُ,البغي,2,لبغ,إِفْعَلْ,open_class,wazn_alignment:إِفْعَلْ
الْبَلَاءُ,البلاء,2,بلاء,فَفَعَل,open_class,wazn_alignment:فَفَعَل
الْبَوَارِ,البوار,2,بار,فَوَعَل,open_class,wazn_alignment:فَوَعَل
الْبَيَانَ,البيان,2,بيا,فَعْلَان,open_class,wazn_alignment:فَعَل
الْبُكْمُ,البكم,2,ألب,فُعْل,open_class,wazn_alignment:فُعْل
الْبِرُّ,البر,2,برر,فِعُّ,open_class,wazn_alignment:فِعُّ
الْبِرِّ,البر,2,برر,فِعِّ,open_class,wazn_alignment:فِعِّ
الْبِغَاءِ,البغاء,2,بغء,فِعَال,open_class,wazn_alignment:فِعَال
الْتَقَيْتُمْ,التقيتم,2,لقي,افْتَعَل,open_class,wazn_alignment:إِفْتَعَل
الْجَاهِلُ,الجاهل,2,جهل,فَاعِل,open_class,wazn_alignment:فَاعِل
الْجَبَّارُ,الجبار,2,جبر,فَعَّال,open_class,wazn_alignment:فَعَّال
الْجَزَاءَ,الجزاء,2,جزاء,فَفَعَل,open_class,wazn_alignment:فَفَعَل
الْجَلَاءَ,الجلاء,2,جلاء,فَفَعَل,open_class,wazn_alignment:فَفَعَل
الْجَمِيلَ,الجميل,2,جمل,فَعِيل,open_class,wazn_alignment:فَعِيل
الْجَهْرِ,الجهر,2,جهر,فَعْل,open_class,wazn_alignment:فَعْل
الْجُرُزِ,الجرز,2,جرز,فُعُل,open_class,wazn_alignment:فُعُل
الْجُنُبِ,الجنب,2,جنب,فُعُل,open_class,wazn_alignment:فُعُل
الْجُودِيِّ,الجودي,2,جود,فُعِل,open_class,wazn_alignment:فُعِل
الْجُوعِ,الجوع,2,جوع,فُعِل,open_class,wazn_alignment:فُعِل
الْحَجُّ,الحج,2,حجج,فَعُّ,open_class,wazn_alignment:فَعُّ
الْحَرَامُ,الحرام,2,حرام,فَفَعَل,open_class,wazn_alignment:فَفَعَل
الْحَرُورُ,الحرور,2,حرر,فَعُول,open_class,wazn_alignment:فَعُول
الْحَرَّ,الحر,2,حرر,فَعَّ,open_class,wazn_alignment:فَعَّ
الْحَرِّ,الحر,2,حرر,فَعِّ,open_class,wazn_alignment:فَعِّ
الْحَرْبُ,الحرب,2,حرب,فَعْل,open_class,wazn_alignment:فَعْل
الْحَرْبِ,الحرب,2,حرب,فَعْل,open_class,wazn_alignment:فَعْل
الْحَزَنَ,الحزن,2,حزن,فَعْلَان,open_class,wazn_alignment:فَعَل
الْحَشْرِ,الحشر,2,حشر,فَعْل,open_class,wazn_alignment:فَعْل
الْحَصِيدِ,الحصيد,2,حصد,فَعِيل,open_class,wazn_alignment:فَعِيل
الْحَلِيمُ,الحليم,2,حلم,فَعِيل,open_class,wazn_alignment:فَعِيل
الْحَوْلِ,الحول,2,حول,فَعْل,open_class,wazn_alignment:فَعْل
الْحُبُكِ,الحبك,2,حبك,فُعُل,open_class,wazn_alignment:فُعُل
الْحُرُمُ,الحرم,2,حرم,فُعُل,open_class,wazn_alignment:فُعُل
الْحُرُّ,الحر,2,حرر,فُعُّ,open_class,wazn_alignment:فُعُّ
الْحُزْنِ,الحزن,2,لحز,أُفْعُلْ,open_class,wazn_alignment:أُفْعُلْ
الْحِنْثِ,الحنث,2,حنث,فِعْل,open_class,wazn_alignment:فِعْل
الْخَالِصُ,الخالص,2,خلص,فَاعِل,open_class,wazn_alignment:فَاعِل
الْخَبِيثُ,الخبيث,2,خبث,فَعِيل,open_class,wazn_alignment:فَعِيل
الْخَبِيثِ,الخبيث,2,خبث,فَعِيل,open_class,wazn_alignment:فَعِيل
الْخَنَّاسِ,الخناس,2,خنس,فَعَّال,open_class,wazn_alignment:فَعَّال
الْخُلُودِ,الخلود,2,خلد,فُعُول,open_class,wazn_alignment:فُعُول
الْخُلْدَ,الخلد,2,خلد,فُعْل,open_class,wazn_alignment:فُعْل
الْخِزْيُ,الخزي,2,لخز,إِفْعِلْ,open_class,wazn_alignment:إِفْعِلْ
الْعَاكِفُ,العاكف,2,عكف,فَاعِل,open_class,wazn_alignment:فَاعِل
الْعَزْمِ,العزم,2,عزم,فَعْل,open_class,wazn_alignment:فَعْل
الْعَشِيرُ,العشير,2,عشر,فَعِيل,open_class,wazn_alignment:فَعِيل
الْعَظِيمَ,العظيم,2,عظم,فَعِيل,open_class,wazn_alignment:فَعِيل
الْعَمَى,العمى,2,عمى,فَعَل,open_class,wazn_alignment:فَعَل
الْعَنَتَ,العنت,2,عنت,فَعَل,open_class,wazn_alignment:فَعَل
الْعَهْدَ,العهد,2,عهد,فَعْل,open_class,wazn_alignment:فَعْل
الْعَهْدُ,العهد,2,عهد,فَعْل,open_class,wazn_alignment:فَعْل
الْعُسْرَ,العسر,2,عسر,فُعْل,open_class,wazn_alignment:فُعْل
الْعُقَدِ,العقد,2,عقد,فُعل,open_class,wazn_alignment:فُعل
الْعُلَمَاءُ,العلماء,2,علم,فُعَلَاء,open_class,wazn_alignment:فُعَلَاء
الْعُلْيَا,العليا,2,علي,فُعْل,open_class,wazn_alignment:فُعْل
الْعِشَاءِ,العشاء,2,عشء,فِعَال,open_class,wazn_alignment:فِعَال
الْغَرَقُ,الغرق,2,غرق,فَعَل,open_class,wazn_alignment:فَعَل
الْغَفَّارِ,الغفار,2,غفر,فَعَّال,open_class,wazn_alignment:فَعَّال
الْغَيْظَ,الغيظ,2,غيظ,فَعْل,open_class,wazn_alignment:فَعْل
الْغُرُوبِ,الغروب,2,غرب,فُعُول,open_class,wazn_alignment:فُعُول
الْفَتَّاحُ,الفتاح,2,فاح,افْتَعَل,open_class,wazn_alignment:فَتَّعِل
الْفَزَعُ,الفزع,2,فزع,فَعَل,open_class,wazn_alignment:فَعَل
الْفَسَادُ,الفساد,2,فساد,فَفَعَل,open_class,wazn_alignment:فَفَعَل
