sentence_id,sentence,position,token,word_class,case,mark,role,root,wazn,closed_class_kind,case_source,role_source,word_class_source,notes
68,يَا بَسِيطُ دُونَكَ الْكِتَابَ,1,بَسِيطُ,ISM_MUARAB,مَرْفُوع,ضمة,مبتدأ مرفوع,بسط,فَعِيل,,ending: ending:ضمة → مرفوع,mubtada_first_marfu,open_class+nominal_wazn:فَعِيل,
68,يَا بَسِيطُ دُونَكَ الْكِتَابَ,2,دُونَكَ,UNKNOWN,مَنْصُوب,فتحة,,—,—,,unknown_class+ending: ending:فتحة → منصوب,,unhandled_status:closed_class,
68,يَا بَسِيطُ دُونَكَ الْكِتَابَ,3,الْكِتَابَ,JAMID,مَنْصُوب,فتحة,اسم منصوب,,,,ending: ending:فتحة → منصوب,fallback_case_only,jamid_detector,
69,يَا رَيْحَانُ عَلَيْكَ مُهْتَدِيًا,0,يَا,UNKNOWN,مَنْصُوب,فتحة,,—,—,,unknown_class+ending: ending:فتحة → منصوب,,unhandled_status:closed_class,
69,يَا رَيْحَانُ عَلَيْكَ مُهْتَدِيًا,1,رَيْحَانُ,ISM_MUARAB,مَرْفُوع,ألف,مبتدأ مرفوع,ريح,فَعْلَان,,ending: ending:ان → مثنى مرفوع (ألف),mubtada_first_marfu,open_class+nominal_wazn:فَعْلَان,
69,يَا رَيْحَانُ عَلَيْكَ مُهْتَدِيًا,2,عَلَيْكَ,HARF,مَبْنِي,,حرف جر,,,HARF_JARR,layer1:HARF_is_mabni,harf_kind:HARF_JARR,closed_class:HARF_JARR,مَبْنِي عَلَى الْفَتْحِ
69,يَا رَيْحَانُ عَلَيْكَ مُهْتَدِيًا,3,مُهْتَدِيًا,ISM_MUARAB,مَجْرُور,كسرة,اسم مجرور,هدي,افْتَعَل,,ism+prev_HARF_JARR(عَلَيْكَ),after_HARF_JARR(عَلَيْكَ),open_class+nominal_wazn:افْتَعَل,
70,يَا سَرْمِينُ هَاءَ دِرْهَمًا,0,يَا,UNKNOWN,مَنْصُوب,فتحة,,—,—,,unknown_class+ending: ending:فتحة → منصوب,,unhandled_status:closed_class,
70,يَا سَرْمِينُ هَاءَ دِرْهَمًا,1,سَرْمِينُ,ISM_MUARAB,مَجْرُور,ياء,اسم مجرور,سرم,فَعْلَان,,ending: ending:ين → ياء (مجرور/منصوب — جمع مذكر سالم أو مثنى),fallback_case_only,open_class+nominal_wazn:فَعْلَان,
70,يَا سَرْمِينُ هَاءَ دِرْهَمًا,2,هَاءَ,UNKNOWN,مَنْصُوب,فتحة,,—,—,,unknown_class+ending: ending:فتحة → منصوب,,unhandled_status:closed_class,
70,يَا سَرْمِينُ هَاءَ دِرْهَمًا,3,دِرْهَمًا,ISM_MUARAB,مَنْصُوب,فتحة,اسم منصوب,در,فِل,,ending: ending:تنوين فتح → منصوب,fallback_case_only,open_class+nominal_wazn:فِل,
71,يَا وَلَدَانِ حَيَّهَلِ الْقَهْوَةَ,0,يَا,UNKNOWN,مَنْصُوب,فتحة,,—,—,,unknown_class+ending: ending:فتحة → منصوب,,unhandled_status:closed_class,
71,يَا وَلَدَانِ حَيَّهَلِ الْقَهْوَةَ,1,وَلَدَانِ,JAMID,مَرْفُوع,ألف,مبتدأ مرفوع,,,,ending: ending:ان → مثنى مرفوع (ألف),mubtada_first_marfu,jamid_detector,
71,يَا وَلَدَانِ حَيَّهَلِ الْقَهْوَةَ,2,حَيَّهَلِ,UNKNOWN,مَجْرُور,كسرة,,—,—,,unknown_class+ending: ending:كسرة → مجرور,,unhandled_status:closed_class,
71,يَا وَلَدَانِ حَيَّهَلِ الْقَهْوَةَ,3,الْقَهْوَةَ,ISM_MUARAB,مَنْصُوب,فتحة,اسم منصوب,قهو,فَعْلَة,,ending: ending:فتحة → منصوب,fallback_case_only,open_class+nominal_wazn:فَعْلَة,
72,هَيْهَاتَ الْعَقِيقُ,0,هَيْهَاتَ,ISM_MABNI,مَبْنِي,,اسم مبني,,,ISM_MABNI_GENERIC,layer1:ISM_MABNI_is_mabni,ism_mabni_default,closed_class:ISM_MABNI_GENERIC,مَبْنِي عَلَى الْفَتْحِ
72,هَيْهَاتَ الْعَقِيقُ,1,الْعَقِيقُ,ISM_MUARAB,مَرْفُوع,ضمة,مبتدأ مرفوع,عقق,فَعِيل,,ending: ending:ضمة → مرفوع,mubtada_first_marfu,open_class+nominal_wazn:فَعِيل,
73,شَتَّانَ سَرْمِينُ وَبَسِيطٌ,0,شَتَّانَ,UNKNOWN,مَرْفُوع,ألف,,—,—,,unknown_class+ending: ending:ان → مثنى مرفوع (ألف),,unhandled_status:closed_class,
73,شَتَّانَ سَرْمِينُ وَبَسِيطٌ,1,سَرْمِينُ,ISM_MUARAB,مَجْرُور,ياء,اسم مجرور,سرم,فَعْلَان,,ending: ending:ين → ياء (مجرور/منصوب — جمع مذكر سالم أو مثنى),fallback_case_only,open_class+nominal_wazn:فَعْلَان,
73,شَتَّانَ سَرْمِينُ وَبَسِيطٌ,2,وَبَسِيطٌ,ISM_MUARAB,مَرْفُوع,ضمة,مبتدأ مرفوع,بسط,فَعِيل,,ending: ending:تنوين ضم → مرفوع,mubtada_first_marfu,open_class+nominal_wazn:فَعِيل,
74,سُرْعَانَ زَيْدٌ خُرُوجًا,0,سُرْعَانَ,UNKNOWN,مَرْفُوع,ألف,,—,—,,unknown_class+ending: ending:ان → مثنى مرفوع (ألف),,unhandled_status:closed_class,
74,سُرْعَانَ زَيْدٌ خُرُوجًا,1,زَيْدٌ,ISM_MUARAB,مَرْفُوع,ضمة,مبتدأ مرفوع,زيد,فَعْلٍ,,ending: ending:تنوين ضم → مرفوع,mubtada_first_marfu,open_class+nominal_wazn:فَعْلٍ,
74,سُرْعَانَ زَيْدٌ خُرُوجًا,2,خُرُوجًا,ISM_MUARAB,مَنْصُوب,فتحة,اسم منصوب,خرج,فُعُول,,ending: ending:تنوين فتح → منصوب,fallback_case_only,open_class+nominal_wazn:فُعُول,
75,كَانَ الْعَالِمُ طَالِبًا,0,كَانَ,UNKNOWN,مَرْفُوع,ألف,,—,—,OVERRIDE_AS_VERB,unknown_class+ending: ending:ان → مثنى مرفوع (ألف),,unhandled_status:closed_class,
75,كَانَ الْعَالِمُ طَالِبًا,1,الْعَالِمُ,ISM_MUARAB,مَرْفُوع,ضمة,مبتدأ مرفوع,علم,فَأَعل,,ending: ending:ضمة → مرفوع,mubtada_first_marfu,open_class+nominal_wazn:فَأَعل,
75,كَانَ الْعَالِمُ طَالِبًا,2,طَالِبًا,ISM_MUARAB,مَنْصُوب,فتحة,اسم منصوب,طلب,فَأَعل,,ending: ending:تنوين فتح → منصوب,fallback_case_only,open_class+nominal_wazn:فَأَعل,
76,صَارَ الْحَدِيدُ سَيْفًا,0,صَارَ,UNKNOWN,مَنْصُوب,فتحة,,—,—,,unknown_class+ending: ending:فتحة → منصوب,,unhandled_status:closed_class,
76,صَارَ الْحَدِيدُ سَيْفًا,1,الْحَدِيدُ,JAMID,مَرْفُوع,ضمة,مبتدأ مرفوع,,,,ending: ending:ضمة → مرفوع,mubtada_first_marfu,jamid_detector,
76,صَارَ الْحَدِيدُ سَيْفًا,2,سَيْفًا,ISM_MUARAB,مَنْصُوب,فتحة,اسم منصوب,سفا,فَيْعِل,,ending: ending:تنوين فتح → منصوب,fallback_case_only,open_class+nominal_wazn:فَيْعِل,
77,أَصْبَحَ الْبَرْدُ شَدِيدًا,0,أَصْبَحَ,UNKNOWN,مَنْصُوب,فتحة,,—,—,OVERRIDE_AS_VERB,unknown_class+ending: ending:فتحة → منصوب,,unhandled_status:closed_class,
77,أَصْبَحَ الْبَرْدُ شَدِيدًا,1,الْبَرْدُ,ISM_MUARAB,مَرْفُوع,ضمة,مبتدأ مرفوع,برد,فَعْل,,ending: ending:ضمة → مرفوع,mubtada_first_marfu,open_class+nominal_wazn:فَعْل,
77,أَصْبَحَ الْبَرْدُ شَدِيدًا,2,شَدِيدًا,ISM_MUARAB,مَنْصُوب,فتحة,اسم منصوب,شدد,فَعِيل,,ending: ending:تنوين فتح → منصوب,fallback_case_only,open_class+nominal_wazn:فَعِيل,
78,أَمْسَى الْفَلَّاحُ رَاجِعًا,0,أَمْسَى,UNKNOWN,مَنْصُوب,فتحة,,—,—,,unknown_class+ending: ending:فتحة → منصوب,,unhandled_status:closed_class,
78,أَمْسَى الْفَلَّاحُ رَاجِعًا,1,الْفَلَّاحُ,ISM_MUARAB,مَرْفُوع,ضمة,مبتدأ مرفوع,فلح,فَعَّال,,ending: ending:ضمة → مرفوع,mubtada_first_marfu,open_class+nominal_wazn:فَعَّال,
78,أَمْسَى الْفَلَّاحُ رَاجِعًا,2,رَاجِعًا,ISM_MUARAB,مَنْصُوب,فتحة,اسم منصوب,رجع,فَأَعل,,ending: ending:تنوين فتح → منصوب,fallback_case_only,open_class+nominal_wazn:فَأَعل,
79,أَضْحَى الطَّالِبُ مُصَلِّيًا,0,أَضْحَى,UNKNOWN,مَنْصُوب,فتحة,,—,—,,unknown_class+ending: ending:فتحة → منصوب,,unhandled_status:closed_class,
79,أَضْحَى الطَّالِبُ مُصَلِّيًا,1,الطَّالِبُ,ISM_MUARAB,مَرْفُوع,ضمة,مبتدأ مرفوع,طلب,فَأَعل,,ending: ending:ضمة → مرفوع,mubtada_first_marfu,open_class+nominal_wazn:فَأَعل,
79,أَضْحَى الطَّالِبُ مُصَلِّيًا,2,مُصَلِّيًا,ISM_MUARAB,مَنْصُوب,فتحة,اسم منصوب,صلي,مُفَعِّل,,ending: ending:تنوين فتح → منصوب,fallback_case_only,open_class+nominal_wazn:مُفَعِّل,
80,ظَلَّ بَسِيطٌ صَائِمًا,0,ظَلَّ,UNKNOWN,,,,—,—,OVERRIDE_AS_VERB,unknown_class+no_ending,,unhandled_status:closed_class,
80,ظَلَّ بَسِيطٌ صَائِمًا,1,بَسِيطٌ,ISM_MUARAB,مَرْفُوع,ضمة,مبتدأ مرفوع,بسط,فَعِيل,,ending: ending:تنوين ضم → مرفوع,mubtada_first_marfu,open_class+nominal_wazn:فَعِيل,
80,ظَلَّ بَسِيطٌ صَائِمًا,2,صَائِمًا,ISM_MUARAB,مَنْصُوب,فتحة,اسم منصوب,صوم,فَائِلًا,,ending: ending:تنوين فتح → منصوب,fallback_case_only,open_class+nominal_wazn:فَائِلًا,
81,بَاتَ الطَّالِبُ مُتَدَرِّسًا,0,بَاتَ,UNKNOWN,مَنْصُوب,كسرة,,—,—,,unknown_class+ending: ending:ات+فتحة → جمع مؤنث سالم منصوب (الكسرة),,unhandled_status:closed_class,
81,بَاتَ الطَّالِبُ مُتَدَرِّسًا,1,الطَّالِبُ,ISM_MUARAB,مَرْفُوع,ضمة,مبتدأ مرفوع,طلب,فَأَعل,,ending: ending:ضمة → مرفوع,mubtada_first_marfu,open_class+nominal_wazn:فَأَعل,
81,بَاتَ الطَّالِبُ مُتَدَرِّسًا,2,مُتَدَرِّسًا,ISM_MUARAB,مَنْصُوب,فتحة,اسم منصوب,درس,مُتَفَعِّل,,ending: ending:تنوين فتح → منصوب,fallback_case_only,open_class+nominal_wazn:مُتَفَعِّل,
82,مَا زَالَ زَيْدٌ مُنْفَرِدًا,0,مَا,ISM_MABNI,مَبْنِي,,اسم مبني,,,ISM_MAWSOOL,layer1:ISM_MABNI_is_mabni,ism_mabni_default,closed_class:ISM_MAWSOOL,مَبْنِي عَلَى الْفَتْحِ
82,مَا زَالَ زَيْدٌ مُنْفَرِدًا,1,زَالَ,FIIL,مَبْنِي,,فعل ماضٍ,زول,فَالَ,,PV:mabni_ala_fath,fiil_aspect:PV,open_class+verbal_wazn:فَالَ,
82,مَا زَالَ زَيْدٌ مُنْفَرِدًا,2,زَيْدٌ,ISM_MUARAB,مَرْفُوع,ضمة,فاعل مرفوع,زيد,فَعْلٍ,,ending: ending:تنوين ضم → مرفوع,faail_after_verb,open_class+nominal_wazn:فَعْلٍ,
82,مَا زَالَ زَيْدٌ مُنْفَرِدًا,3,مُنْفَرِدًا,ISM_MUARAB,مَنْصُوب,فتحة,مفعول به منصوب,فرد,مُنْفَعِل,,ending: ending:تنوين فتح → منصوب,mafool_bih_after_verb,open_class+nominal_wazn:مُنْفَعِل,
83,مَا بَرِحَ الْجَهْلُ مُضِرًّا,0,مَا,ISM_MABNI,مَبْنِي,,اسم مبني,,,ISM_MAWSOOL,layer1:ISM_MABNI_is_mabni,ism_mabni_default,closed_class:ISM_MAWSOOL,مَبْنِي عَلَى الْفَتْحِ
83,مَا بَرِحَ الْجَهْلُ مُضِرًّا,1,بَرِحَ,FIIL,مَبْنِي,,فعل ماضٍ,برح,فَعِل,,PV:mabni_ala_fath,fiil_aspect:PV,open_class+verbal_wazn:فَعِل,
83,مَا بَرِحَ الْجَهْلُ مُضِرًّا,2,الْجَهْلُ,ISM_MUARAB,مَرْفُوع,ضمة,فاعل مرفوع,جهل,فَعْل,,ending: ending:ضمة → مرفوع,faail_after_verb,open_class+nominal_wazn:فَعْل,
83,مَا بَرِحَ الْجَهْلُ مُضِرًّا,3,مُضِرًّا,ISM_MUARAB,,,اسم,ضرر,مُفِعّ,,unknown_ending,fallback_case_only,open_class+nominal_wazn:مُفِعّ,
84,مَا فَتِئَ سَرْمِينُ مُتَبَسِّمًا,0,مَا,ISM_MABNI,مَبْنِي,,اسم مبني,,,ISM_MAWSOOL,layer1:ISM_MABNI_is_mabni,ism_mabni_default,closed_class:ISM_MAWSOOL,مَبْنِي عَلَى الْفَتْحِ
84,مَا فَتِئَ سَرْمِينُ مُتَبَسِّمًا,1,فَتِئَ,FIIL,مَبْنِي,,فعل ماضٍ,فتئ,فَعِل,,PV:mabni_ala_fath,fiil_aspect:PV,open_class+verbal_wazn:فَعِل,
84,مَا فَتِئَ سَرْمِينُ مُتَبَسِّمًا,2,سَرْمِينُ,ISM_MUARAB,مَجْرُور,ياء,اسم مجرور,سرم,فَعْلَان,,ending: ending:ين → ياء (مجرور/منصوب — جمع مذكر سالم أو مثنى),fallback_case_only,open_class+nominal_wazn:فَعْلَان,
84,مَا فَتِئَ سَرْمِينُ مُتَبَسِّمًا,3,مُتَبَسِّمًا,ISM_MUARAB,مَنْصُوب,فتحة,مفعول به منصوب,بسم,مُتَفَعِّل,,ending: ending:تنوين فتح → منصوب,mafool_bih_after_verb,open_class+nominal_wazn:مُتَفَعِّل,
85,مَا انْفَكَّ هَاشِمٌ عَالِمًا,0,مَا,ISM_MABNI,مَبْنِي,,اسم مبني,,,ISM_MAWSOOL,layer1:ISM_MABNI_is_mabni,ism_mabni_default,closed_class:ISM_MAWSOOL,مَبْنِي عَلَى الْفَتْحِ
85,مَا انْفَكَّ هَاشِمٌ عَالِمًا,1,انْفَكَّ,FIIL,مَبْنِي,,فعل ماضٍ,إنف,فِعْل,,PV:mabni,fiil_aspect:PV,open_class+surface_verb_heuristic (wazn=فِعْل),
85,مَا انْفَكَّ هَاشِمٌ عَالِمًا,2,هَاشِمٌ,ISM_MUARAB,مَرْفُوع,ضمة,فاعل مرفوع,هشم,فَأَعل,,ending: ending:تنوين ضم → مرفوع,faail_after_verb,open_class+nominal_wazn:فَأَعل,
85,مَا انْفَكَّ هَاشِمٌ عَالِمًا,3,عَالِمًا,ISM_MUARAB,مَنْصُوب,فتحة,مفعول به منصوب,علم,فَأَعل,,ending: ending:تنوين فتح → منصوب,mafool_bih_after_verb,open_class+nominal_wazn:فَأَعل,
86,مَا دَامَ الْفَاسِقُ مُتَرَدِّدًا,0,مَا,ISM_MABNI,مَبْنِي,,اسم مبني,,,ISM_MAWSOOL,layer1:ISM_MABNI_is_mabni,ism_mabni_default,closed_class:ISM_MAWSOOL,مَبْنِي عَلَى الْفَتْحِ
86,مَا دَامَ الْفَاسِقُ مُتَرَدِّدًا,1,دَامَ,FIIL,مَبْنِي,,فعل ماضٍ,دوم,فَالَ,,PV:mabni_ala_fath,fiil_aspect:PV,open_class+verbal_wazn:فَالَ,
86,مَا دَامَ الْفَاسِقُ مُتَرَدِّدًا,2,الْفَاسِقُ,ISM_MUARAB,مَرْفُوع,ضمة,فاعل مرفوع,فسق,فَأَعل,,ending: ending:ضمة → مرفوع,faail_after_verb,open_class+nominal_wazn:فَأَعل,
86,مَا دَامَ الْفَاسِقُ مُتَرَدِّدًا,3,مُتَرَدِّدًا,ISM_MUARAB,مَنْصُوب,فتحة,مفعول به منصوب,ردد,مُتَفَعِّل,,ending: ending:تنوين فتح → منصوب,mafool_bih_after_verb,open_class+nominal_wazn:مُتَفَعِّل,
87,لَيْسَ زَيْدٌ حَاضِرًا,0,لَيْسَ,UNKNOWN,مَنْصُوب,فتحة,,—,—,OVERRIDE_AS_VERB,unknown_class+ending: ending:فتحة → منصوب,,unhandled_status:closed_class,
87,لَيْسَ زَيْدٌ حَاضِرًا,1,زَيْدٌ,ISM_MUARAB,مَرْفُوع,ضمة,مبتدأ مرفوع,زيد,فَعْلٍ,,ending: ending:تنوين ضم → مرفوع,mubtada_first_marfu,open_class+nominal_wazn:فَعْلٍ,
87,لَيْسَ زَيْدٌ حَاضِرًا,2,حَاضِرًا,ISM_MUARAB,مَنْصُوب,فتحة,اسم منصوب,حضر,فَأَعل,,ending: ending:تنوين فتح → منصوب,fallback_case_only,open_class+nominal_wazn:فَأَعل,
88,عَسَى زَيْدٌ أَنْ يَحْضُرَ,0,عَسَى,UNKNOWN,مَنْصُوب,فتحة,,—,—,OVERRIDE_AS_VERB,unknown_class+ending: ending:فتحة → منصوب,,unhandled_status:closed_class,
88,عَسَى زَيْدٌ أَنْ يَحْضُرَ,1,زَيْدٌ,ISM_MUARAB,مَرْفُوع,ضمة,مبتدأ مرفوع,زيد,فَعْلٍ,,ending: ending:تنوين ضم → مرفوع,mubtada_first_marfu,open_class+nominal_wazn:فَعْلٍ,
88,عَسَى زَيْدٌ أَنْ يَحْضُرَ,2,أَنْ,HARF,مَبْنِي,,حرف نصب,,,HARF_NASB,layer1:HARF_is_mabni,harf_kind:HARF_NASB,closed_class:HARF_NASB,مَبْنِي عَلَى السُّكُونِ
88,عَسَى زَيْدٌ أَنْ يَحْضُرَ,3,يَحْضُرَ,FIIL,مَنْصُوب,فتحة,فعل مضارع,حضر,يَفْعُل,,IV+prev_HARF_NASB(أَنْ),fiil_aspect:IV,open_class+verbal_wazn:يَفْعُل,
89,كَادَ زَيْدٌ يَقُومُ,0,كَادَ,UNKNOWN,مَنْصُوب,فتحة,,—,—,OVERRIDE_AS_VERB,unknown_class+ending: ending:فتحة → منصوب,,unhandled_status:closed_class,
89,كَادَ زَيْدٌ يَقُومُ,1,زَيْدٌ,ISM_MUARAB,مَرْفُوع,ضمة,مبتدأ مرفوع,زيد,فَعْلٍ,,ending: ending:تنوين ضم → مرفوع,mubtada_first_marfu,open_class+nominal_wazn:فَعْلٍ,
89,كَادَ زَيْدٌ يَقُومُ,2,يَقُومُ,FIIL,مَرْفُوع,ضمة,فعل مضارع,يقم,فَعُول,,IV:default_marfu (ضمة),fiil_aspect:IV,open_class+surface_verb_heuristic (wazn=فَعُول),
90,كَرُبَ الْقَلْبُ يَذُوبُ,0,كَرُبَ,UNKNOWN,مَنْصُوب,فتحة,,—,—,,unknown_class+ending: ending:فتحة → منصوب,,unhandled_status:closed_class,
90,كَرُبَ الْقَلْبُ يَذُوبُ,1,الْقَلْبُ,JAMID,مَرْفُوع,ضمة,مبتدأ مرفوع,,,,ending: ending:ضمة → مرفوع,mubtada_first_marfu,jamid_detector,
90,كَرُبَ الْقَلْبُ يَذُوبُ,2,يَذُوبُ,FIIL,مَرْفُوع,ضمة,فعل مضارع,يذب,فَعُول,,IV:default_marfu (ضمة),fiil_aspect:IV,open_class+surface_verb_heuristic (wazn=فَعُول),
91,أَوْشَكَ زَيْدٌ أَنْ يَقُومَ,0,أَوْشَكَ,UNKNOWN,مَنْصُوب,فتحة,,—,—,,unknown_class+ending: ending:فتحة → منصوب,,unhandled_status:closed_class,
91,أَوْشَكَ زَيْدٌ أَنْ يَقُومَ,1,زَيْدٌ,ISM_MUARAB,مَرْفُوع,ضمة,مبتدأ مرفوع,زيد,فَعْلٍ,,ending: ending:تنوين ضم → مرفوع,mubtada_first_marfu,open_class+nominal_wazn:فَعْلٍ,
91,أَوْشَكَ زَيْدٌ أَنْ يَقُومَ,2,أَنْ,HARF,مَبْنِي,,حرف نصب,,,HARF_NASB,layer1:HARF_is_mabni,harf_kind:HARF_NASB,closed_class:HARF_NASB,مَبْنِي عَلَى السُّكُونِ
91,أَوْشَكَ زَيْدٌ أَنْ يَقُومَ,3,يَقُومَ,FIIL,مَنْصُوب,فتحة,فعل مضارع,يقم,فَعُول,,IV+prev_HARF_NASB(أَنْ),fiil_aspect:IV,open_class+surface_verb_heuristic (wazn=فَعُول),
92,نِعْمَ الرَّجُلُ مُحَمَّدٌ,0,نِعْمَ,UNKNOWN,مَنْصُوب,فتحة,,—,—,OVERRIDE_AS_VERB,unknown_class+ending: ending:فتحة → منصوب,,unhandled_status:closed_class,
92,نِعْمَ الرَّجُلُ مُحَمَّدٌ,1,الرَّجُلُ,FIIL,مَبْنِي,,فعل ماضٍ,رجل,فَعُل,,PV:mabni_ala_damm (مع واو الجماعة),fiil_aspect:PV,open_class+verbal_wazn:فَعُل,
92,نِعْمَ الرَّجُلُ مُحَمَّدٌ,2,مُحَمَّدٌ,ISM_MUARAB,مَرْفُوع,ضمة,فاعل مرفوع,حمد,مُفَعَّل,,ending: ending:تنوين ضم → مرفوع,faail_after_verb,open_class+nominal_wazn:مُفَعَّل,
93,بِئْسَ الطَّالِبُ النَّوَّامُ,0,بِئْسَ,UNKNOWN,مَنْصُوب,فتحة,,—,—,OVERRIDE_AS_VERB,unknown_class+ending: ending:فتحة → منصوب,,unhandled_status:closed_class,
93,بِئْسَ الطَّالِبُ النَّوَّامُ,1,الطَّالِبُ,ISM_MUARAB,مَرْفُوع,ضمة,مبتدأ مرفوع,طلب,فَأَعل,,ending: ending:ضمة → مرفوع,mubtada_first_marfu,open_class+nominal_wazn:فَأَعل,
93,بِئْسَ الطَّالِبُ النَّوَّامُ,2,النَّوَّامُ,FIIL,مَبْنِي,,فعل ماضٍ,وام,نَفَّعِل,,PV:mabni_ala_damm (مع واو الجماعة),fiil_aspect:PV,open_class+verbal_wazn:نَفَّعِل,
94,سَاءَ الطَّالِبُ الْكَسُولُ,0,سَاءَ,UNKNOWN,مَنْصُوب,فتحة,,—,—,OVERRIDE_AS_VERB,unknown_class+ending: ending:فتحة → منصوب,,unhandled_status:closed_class,
94,سَاءَ الطَّالِبُ الْكَسُولُ,1,الطَّالِبُ,ISM_MUARAB,مَرْفُوع,ضمة,مبتدأ مرفوع,طلب,فَأَعل,,ending: ending:ضمة → مرفوع,mubtada_first_marfu,open_class+nominal_wazn:فَأَعل,
94,سَاءَ الطَّالِبُ الْكَسُولُ,2,الْكَسُولُ,ISM_MUARAB,مَرْفُوع,ضمة,خبر مرفوع,كسل,فَعُول,,ending: ending:ضمة → مرفوع,khabar_after_mubtada,open_class+nominal_wazn:فَعُول,
95,حَبَّذَا زَيْدٌ,0,حَبَّذَا,UNKNOWN,مَنْصُوب,فتحة,,—,—,,unknown_class+ending: ending:فتحة → منصوب,,unhandled_status:closed_class,
95,حَبَّذَا زَيْدٌ,1,زَيْدٌ,ISM_MUARAB,مَرْفُوع,ضمة,مبتدأ مرفوع,زيد,فَعْلٍ,,ending: ending:تنوين ضم → مرفوع,mubtada_first_marfu,open_class+nominal_wazn:فَعْلٍ,
96,حَسِبْتُ زَيْدًا حَاضِرًا,0,حَسِبْتُ,UNKNOWN,مَرْفُوع,ضمة,,—,—,OVERRIDE_AS_VERB,unknown_class+ending: ending:ضمة → مرفوع,,unhandled_status:closed_class,
96,حَسِبْتُ زَيْدًا حَاضِرًا,1,زَيْدًا,ISM_MUARAB,مَنْصُوب,فتحة,اسم منصوب,زدا,فَيْعِل,,ending: ending:تنوين فتح → منصوب,fallback_case_only,open_class+nominal_wazn:فَيْعِل,
96,حَسِبْتُ زَيْدًا حَاضِرًا,2,حَاضِرًا,ISM_MUARAB,مَنْصُوب,فتحة,نعت منصوب,حضر,فَأَعل,,ending: ending:تنوين فتح → منصوب,naat_agrees_prev,open_class+nominal_wazn:فَأَعل,
97,خِلْتُ الْهِلَالَ لَائِحًا,0,خِلْتُ,UNKNOWN,مَرْفُوع,ضمة,,—,—,OVERRIDE_AS_VERB,unknown_class+ending: ending:ضمة → مرفوع,,unhandled_status:closed_class,
97,خِلْتُ الْهِلَالَ لَائِحًا,1,الْهِلَالَ,ISM_MUARAB,مَنْصُوب,فتحة,اسم منصوب,هلل,فِعَال,,ending: ending:فتحة → منصوب,fallback_case_only,open_class+nominal_wazn:فِعَال,
97,خِلْتُ الْهِلَالَ لَائِحًا,2,لَائِحًا,ISM_MUARAB,مَنْصُوب,فتحة,اسم منصوب,لوح,فَائِلًا,,ending: ending:تنوين فتح → منصوب,fallback_case_only,open_class+nominal_wazn:فَائِلًا,
98,ظَنَنْتُ زَيْدًا قَائِمًا,0,ظَنَنْتُ,UNKNOWN,مَرْفُوع,ضمة,,—,—,OVERRIDE_AS_VERB,unknown_class+ending: ending:ضمة → مرفوع,,unhandled_status:closed_class,
98,ظَنَنْتُ زَيْدًا قَائِمًا,1,زَيْدًا,ISM_MUARAB,مَنْصُوب,فتحة,اسم منصوب,زدا,فَيْعِل,,ending: ending:تنوين فتح → منصوب,fallback_case_only,open_class+nominal_wazn:فَيْعِل,
98,ظَنَنْتُ زَيْدًا قَائِمًا,2,قَائِمًا,ISM_MUARAB,مَنْصُوب,فتحة,نعت منصوب,قوم,فَائِلًا,,ending: ending:تنوين فتح → منصوب,naat_agrees_prev,open_class+nominal_wazn:فَائِلًا,
99,رَأَيْتُ الطَّالِبَ نَاجِحًا,0,رَأَيْتُ,UNKNOWN,مَرْفُوع,ضمة,,—,—,OVERRIDE_AS_VERB,unknown_class+ending: ending:ضمة → مرفوع,,unhandled_status:closed_class,
99,رَأَيْتُ الطَّالِبَ نَاجِحًا,1,الطَّالِبَ,ISM_MUARAB,مَنْصُوب,فتحة,اسم منصوب,طلب,فَأَعل,,ending: ending:فتحة → منصوب,fallback_case_only,open_class+nominal_wazn:فَأَعل,
99,رَأَيْتُ الطَّالِبَ نَاجِحًا,2,نَاجِحًا,ISM_MUARAB,مَنْصُوب,فتحة,اسم منصوب,نجح,فَأَعل,,ending: ending:تنوين فتح → منصوب,fallback_case_only,open_class+nominal_wazn:فَأَعل,
100,عَلِمْتُ الزَّاهِدَ مَرْزُوقًا,0,عَلِمْتُ,UNKNOWN,مَرْفُوع,ضمة,,—,—,OVERRIDE_AS_VERB,unknown_class+ending: ending:ضمة → مرفوع,,unhandled_status:closed_class,
100,عَلِمْتُ الزَّاهِدَ مَرْزُوقًا,1,الزَّاهِدَ,ISM_MUARAB,مَنْصُوب,فتحة,اسم منصوب,زهد,فَأَعل,,ending: ending:فتحة → منصوب,fallback_case_only,open_class+nominal_wazn:فَأَعل,
100,عَلِمْتُ الزَّاهِدَ مَرْزُوقًا,2,مَرْزُوقًا,ISM_MUARAB,مَنْصُوب,فتحة,اسم منصوب,رزق,مَفْعُول,,ending: ending:تنوين فتح → منصوب,fallback_case_only,open_class+nominal_wazn:مَفْعُول,
101,وَجَدْتُ الْعِلْمَ نَافِعًا,0,وَجَدْتُ,UNKNOWN,مَرْفُوع,ضمة,,—,—,OVERRIDE_AS_VERB,unknown_class+ending: ending:ضمة → مرفوع,,unhandled_status:closed_class,
101,وَجَدْتُ الْعِلْمَ نَافِعًا,1,الْعِلْمَ,ISM_MUARAB,مَنْصُوب,فتحة,اسم منصوب,علم,فِعْل,,ending: ending:فتحة → منصوب,fallback_case_only,open_class+nominal_wazn:فِعْل,
