root,count,first_word,first_word_plain,first_segment,sample_location,wazn,confidence,other_examples
بنن,5,بَنِينَ,بنين,بَنِينَ,6:100:8,فعيل,1.000,بَنَانٍ (8:12) | بَنِينَ (16:72)
تذر,5,أَتَذَرُ,أتذر,تَذَرُ,7:127:6,فعل,0.900,تَذَرْنِي (21:89) | تَذَرُ (51:42)
ترا,5,تَرَانِي,تراني,تَرَا,7:143:14,فعل,1.000,وَتَرَاهُمْ (7:198) | وَتَرَاهُمْ (42:45)
ترب,5,أَتْرَابٌ,أتراب,أَتْرَابٌ,38:52:4,افعال,1.000,أَتْرَابَاً (56:37) | أَتْرَابَاً (78:33)
تزر,5,تَزِرُ,تزر,تَزِرُ,6:164:17,فعل,0.900,تَزِرُ (17:15) | تَزِرُ (35:18)
تطع,5,تُطِعِ,تطع,تُطِعِ,25:52:2,فعل,0.900,تُطِعِ (33:1) | تُطِعِ (33:48)
تور,5,تَارَةً,تارة,تَارَ,17:69:6,فعل,1.000,تَارَةً (20:55) | تَوَارَتْ (38:32)
ثبر,5,مَثْبُورَاً,مثبورا,مَثْبُورَ,17:102:15,مفعول,1.000,ثُبُورَاً (25:13) | ثُبُورَاً (25:14)
ثما,5,ثَمَانِيَةَ,ثمانية,ثَمَانِيَ,6:143:1,فعل,0.970,ثَمَانِيَ (28:27) | ثَمَانِيَةَ (39:6)
ثني,5,مَثْنَى,مثنى,مَثْنَى,4:3:13,مفعل,1.000,اثْنَيْ (5:12) | اثْنَانِ (5:106)
جثم,5,جَاثِمِينَ,جاثمين,جَاثِمِ,7:78:6,فاعل,1.000,جَاثِمِينَ (7:91) | جَاثِمِينَ (11:67)
جوع,5,وَالْجُوعِ,والجوع,جُوعِ,2:155:5,فعل,1.000,الْجُوعِ (16:112) | تَجُوعَ (20:118)
حرص,5,أَحْرَصَ,أحرص,أَحْرَصَ,2:96:2,افعل,1.000,حَرَصْتُمْ (4:129) | حَرِيصٌ (9:128)
حسد,5,حَسَدَاً,حسدا,حَسَدَ,2:109:12,فعل,1.000,يَحْسُدُونَ (4:54) | تَحْسُدُونَنَا (48:15)
حصب,5,حَاصِبَاً,حاصبا,حَاصِبَ,17:68:10,فاعل,1.000,حَصَبُ (21:98) | حَاصِبَاً (29:40)
حصر,5,أُحْصِرْتُمْ,أحصرتم,أُحْصِرْ,2:196:6,افعل,1.000,أُحْصِرُوا (2:273) | وَحَصُورَاً (3:39)
حطم,5,حُطَامَاً,حطاما,حُطَامَ,39:21:25,فعال,1.000,حُطَامَاً (56:65) | حُطَامَاً (57:20)
حلي,5,حُلِيِّهِمْ,حليهم,حُلِيِّ,7:148:7,فعل,1.000,حِلْيَةٍ (13:17) | حِلْيَةً (16:14)
حور,5,بِحُورٍ,بحور,حُورٍ,44:54:3,فعل,1.000,بِحُورٍ (52:20) | حُورٌ (55:72)
حيد,5,تَحِيدُ,تحيد,حِيدُ,50:19:9,فعل,1.000,يُحَادُّونَ (58:5) | يُحَادُّونَ (58:20)
خءن,5,لِلْخَائِنِينَ,للخائنين,خَائِنِ,4:105:14,فاعل,0.925,خَائِنَةٍ (5:13) | الْخَائِنِينَ (8:58)
ختر,5,وَاخْتَارَ,واختار,اخْتَارَ,7:155:1,افعال,1.000,اخْتَرْتُكَ (20:13) | وَيَخْتَارُ (28:68)
خرجو,5,فَتُخْرِجُوهُ,فتخرجوه,خْرِجُو,6:148:28,فعلل,0.765,يُخْرِجُوكَ (8:30) | لِيُخْرِجُوكَ (17:76)
خرص,5,يَخْرُصُونَ,يخرصون,خْرُصُ,6:116:18,فعل,0.920,تَخْرُصُونَ (6:148) | يَخْرُصُونَ (10:66)
خفت,5,خَفَّتْ,خفت,خَفَّتْ,7:9:2,فعل,1.000,يَتَخَافَتُونَ (20:103) | خَفَّتْ (23:103)
خون,5,تَخُونُوا,تخونوا,خُونُ,8:27:5,فعل,1.000,وَتَخُونُوا (8:27) | خِيَانَةً (8:58)
دخر,5,تَدَّخِرُونَ,تدخرون,دَّخِرُ,3:49:35,فعل,1.000,دَاخِرُونَ (16:48) | دَاخِرِينَ (27:87)
درء,5,فَادَّارَأْتُمْ,فادارأتم,ادَّارَأْ,2:72:4,افاعل,0.973,فَادْرَءُوا (3:168) | وَيَدْرَءُونَ (13:22)
دكك,5,دَكَّاً,دكا,دَكَّ,7:143:29,فعل,0.973,دَكَّاءَ (18:98) | دَكَّةً (69:14)
ذرع,5,ذَرْعَاً,ذرعا,ذَرْعَ,11:77:9,فعل,1.000,ذِرَاعَيْهِ (18:18) | ذَرْعَاً (29:33)
ذمم,5,ذِمَّةً,ذمة,ذِمَّ,9:8:10,فعل,0.973,ذِمَّةً (9:10) | مَذْمُومَاً (17:18)
ربط,5,وَرَابِطُوا,ورابطوا,رَابِطُ,3:200:6,فاعل,1.000,وَلِيَرْبِطَ (8:11) | رِبَاطِ (8:60)
رصد,5,مَرْصَدٍ,مرصد,مَرْصَدٍ,9:5:14,مفعل,1.000,وَإِرْصَادَاً (9:107) | رَصَدَاً (72:9)
رعب,5,الرُّعْبَ,الرعب,رُعْبَ,3:151:6,فعل,1.000,الرُّعْبَ (8:12) | رُعْبَاً (18:18)
رفق,5,رَفِيقَاً,رفيقا,رَفِيقَ,4:69:18,فعيل,1.000,الْمَرَافِقِ (5:6) | مِرْفَقَاً (18:16)
رمي,5,رَمَيْتَ,رميت,رَمَيْ,8:17:7,فعل,1.000,رَمَى (8:17) | تَرْمِي (77:32)
روع,5,رَاعِنَا,راعنا,رَاعِ,2:104:6,فعل,1.000,وَرَاعِنَا (4:46) | الرَّوْعُ (11:74)
زني,5,الزِّنَا,الزنا,زِنَا,17:32:3,فعل,1.000,الزَّانِيَةُ (24:2) | زَانِيَةً (24:3)
زهق,5,وَتَزْهَقَ,وتزهق,زْهَقَ,9:55:14,فعل,1.000,وَتَزْهَقَ (9:85) | وَزَهَقَ (17:81)
سبط,5,وَالْأَسْبَاطِ,والأسباط,أَسْبَاطِ,2:136:14,افعال,1.000,وَالْأَسْبَاطَ (2:140) | وَالْأَسْبَاطِ (3:84)
سجب,5,فَاسْتَجَبْتُمْ,فاستجبتم,اسْتَجَبْ,14:22:22,افتعل,0.658,فَاسْتَجَبْنَا (21:76) | فَاسْتَجَبْنَا (21:84)
سدس,5,السُّدُسُ,السدس,سُدُسُ,4:11:27,فعل,1.000,السُّدُسُ (4:12) | سَادِسُهُمْ (18:22)
سمم,5,سَمِّ,سم,سَمِّ,7:40:19,فعل,0.973,السَّمُومِ (15:27) | السَّمُومِ (52:27)
سهو,5,اسْتَهْوَتْهُ,استهوته,اسْتَهْوَ,6:71:19,افتعل,0.708,نَسُوهُ (7:53) | سَاهُونَ (51:11)
سول,5,سَوَّلَتْ,سولت,سَوَّلَ,12:18:8,فعل,1.000,سَوَّلَتْ (12:83) | فَسَالَتْ (13:17)
شرح,5,يَشْرَحْ,يشرح,شْرَحْ,6:125:6,فعل,0.920,شَرَحَ (16:106) | اشْرَحْ (20:25)
شرع,5,شِرْعَةً,شرعة,شِرْعَ,5:48:28,فعل,1.000,شُرَّعَاً (7:163) | شَرَعَ (42:13)
شطر,5,شَطْرَ,شطر,شَطْرَ,2:144:12,فعل,1.000,شَطْرَهُ (2:144) | شَطْرَ (2:149)
شهب,5,شِهَابٌ,شهاب,شِهَابٌ,15:18:6,فعال,1.000,بِشِهَابٍ (27:7) | شِهَابٌ (37:10)
شهو,5,الشَّهَوَاتِ,الشهوات,شَهَوَ,3:14:4,فعل,1.000,الشَّهَوَاتِ (4:27) | شَهْوَةً (7:81)
صبب,5,يُصَبُّ,يصب,صَبُّ,22:19:13,فعل,0.973,صُبُّوا (44:48) | صَبَبْنَا (80:25)
صدع,5,فَاصْدَعْ,فاصدع,صْدَعْ,15:94:1,فعل,0.920,يَصَّدَّعُونَ (30:43) | يُصَدَّعُونَ (56:19)
صدف,5,يَصْدِفُونَ,يصدفون,صْدِفُ,6:46:23,فعل,0.920,وَصَدَفَ (6:157) | يَصْدِفُونَ (6:157)
صرر,5,صِرٌّ,صر,صِرٌّ,3:117:11,فعل,0.973,يُصِرُّوا (3:135) | يُصِرُّ (45:8)
صفر,5,صَفْرَاءُ,صفراء,صَفْرَاءُ,2:69:14,فعلاء,1.000,مُصْفَرَّاً (30:51) | مُصْفَرَّاً (39:21)
صنم,5,أَصْنَامَاً,أصناما,أَصْنَامَ,6:74:7,افعال,1.000,أَصْنَامٍ (7:138) | الْأَصْنَامَ (14:35)
طرد,5,تَطْرُدِ,تطرد,طْرُدِ,6:52:2,فعل,0.920,فَتَطْرُدَهُمْ (6:52) | بِطَارِدِ (11:29)
طمس,5,نَطْمِسَ,نطمس,طْمِسَ,4:47:14,فعل,1.000,اطْمِسْ (10:88) | لَطَمَسْنَا (36:66)
عتب,5,يُسْتَعْتَبُونَ,يستعتبون,سْتَعْتَبُ,16:84:14,فعل,0.892,يُسْتَعْتَبُونَ (30:57) | يَسْتَعْتِبُوا (41:24)
عتذر,5,تَعْتَذِرُوا,تعتذروا,عْتَذِرُ,9:66:2,فعلل,0.697,يَعْتَذِرُونَ (9:94) | تَعْتَذِرُوا (9:94)
عصب,5,عَصِيبٌ,عصيب,عَصِيبٌ,11:77:13,فعيل,1.000,عُصْبَةٌ (12:8) | عُصْبَةٌ (12:14)
عصر,5,إِعْصَارٌ,إعصار,إِعْصَارٌ,2:266:25,افعال,1.000,أَعْصِرُ (12:36) | يَعْصِرُونَ (12:49)
عطء,5,عَطَاءً,عطاء,عَطَاءً,11:108:16,فعال,0.925,عَطَاءِ (17:20) | عَطَاءُ (17:20)
عند,5,عَنِيدٍ,عنيد,عَنِيدٍ,11:59:12,فعيل,1.000,عَنِيدٍ (14:15) | عَنِيدٍ (50:24)
غرت,5,وَغَرَّتْهُمُ,وغرتهم,غَرَّتْ,6:70:7,فعل,0.900,وَغَرَّتْهُمُ (6:130) | وَغَرَّتْهُمُ (7:51)
غرن,5,يَغُرَّنَّكَ,يغرنك,غُرَّنَّ,3:196:2,فعل,0.900,تَغُرَّنَّكُمُ (31:33) | يَغُرَّنَّكُمْ (31:33)
فرش,5,فِرَاشَاً,فراشا,فِرَاشَ,2:22:5,فعال,1.000,وَفَرْشَاً (6:142) | فُرُشٍ (55:54)
فرغ,5,أَفْرِغْ,أفرغ,أَفْرِغْ,2:250:7,افعل,1.000,أَفْرِغْ (7:126) | أُفْرِغْ (18:96)
فليء,5,فَلْيَأْتِكُمْ,فليأتكم,فَلْيَأْ,18:19:31,فعلل,0.832,فَلْيَأْتِنَا (21:5) | فَلْيَأْتُوا (52:34)
فمن,5,أَفَتُؤْمِنُونَ,أفتؤمنون,أَفَتُؤْمِنُ,2:85:23,فتاعل,0.505,أَفَأَمِنَ (7:97) | أَفَأَمِنُوا (7:99)
فوج,5,فَوْجَاً,فوجا,فَوْجَ,27:83:6,فعل,1.000,فَوْجٌ (38:59) | فَوْجٌ (67:8)
فوق,5,نَافَقُوا,نافقوا,افَقُ,3:167:3,فعل,0.880,تَوْفِيقِي (11:88) | الْآفَاقِ (41:53)
قتر,5,الْمُقْتِرِ,المقتر,مُقْتِرِ,2:236:19,مفعل,1.000,قَتَرٌ (10:26) | قَتُورَاً (17:100)
قرع,5,قَارِعَةٌ,قارعة,قَارِعَ,13:31:37,فاعل,1.000,بِالْقَارِعَةِ (69:4) | الْقَارِعَةُ (101:1)
قطر,5,قَطِرَانٍ,قطران,قَطِرَانٍ,14:50:3,فعلان,1.000,قِطْرَاً (18:96) | أَقْطَارِهَا (33:14)
قفو,5,وَقَفَّيْنَا,وقفينا,قَفَّيْ,2:87:5,فعل,1.000,وَقَفَّيْنَا (5:46) | وَقِفُوهُمْ (37:24)
كمل,5,وَلِتُكْمِلُوا,ولتكملوا,كْمِلُ,2:185:36,فعل,0.920,كَامِلَةٌ (2:196) | كَامِلَيْنِ (2:233)
كوكب,5,كَوْكَبَاً,كوكبا,كَوْكَبَ,6:76:6,فعلل,0.957,كَوْكَبَاً (12:4) | كَوْكَبٌ (24:35)
لات,5,يَاوَيْلَتَا,ياويلتا,وَيْلَتَا,5:31:13,يفعل,0.824,لَآتِيَنَّهُمْ (7:17) | كِلْتَا (18:33)
لتء,5,لَتَأْتُونَ,لتأتون,لَتَأْتُ,7:81:2,فعل,0.873,لَتَأْتُنَّنِي (12:66) | لَتَأْتُونَ (27:55)
لرب,5,لِرَبِّ,لرب,لِرَبِّ,2:131:8,فعل,0.900,لِرَبِّ (6:71) | أَلِرَبِّكَ (37:149)
لغن,5,فَبَلَغْنَ,فبلغن,بَلَغْنَ,2:231:4,فعل,0.810,فَبَلَغْنَ (2:232) | بَلَغْنَ (2:234)
لمت,5,كَلِمَتُ,كلمت,كَلِمَتُ,6:115:2,فعل,0.810,كَلِمَتُ (7:137) | كَلِمَتُ (10:33)
لمس,5,لَامَسْتُمُ,لامستم,لَامَسْ,4:43:33,فاعل,1.000,لَامَسْتُمُ (5:6) | لَمَسَّكُمْ (8:68)
محل,5,مَحِلَّهُ,محله,مَحِلَّ,2:196:17,فعل,1.000,مُحِلِّي (5:1) | الْمِحَالِ (13:13)
محو,5,وَمَحْيَايَ,ومحياي,مَحْيَا,6:162:5,فعيل,1.000,يَمْحُو (13:39) | فَمَحَوْنَا (17:12)
مست,5,مَسَّتْهُمُ,مستهم,مَسَّتْ,2:214:13,فعل,0.900,مَسَّتْهُمْ (10:21) | مَسَّتْهُ (11:10)
مقت,5,وَمَقْتَاً,ومقتا,مَقْتَ,4:22:15,فعل,1.000,مَقْتَاً (35:39) | مَقْتَاً (40:35)
ملت,5,مِلَّتَهُمْ,ملتهم,مِلَّتَ,2:120:9,فعل,0.900,مِلَّتِنَا (7:88) | مِلَّتِكُمْ (7:89)
ملم,5,مَلُومَاً,ملوما,مَلُومَ,17:29:12,فعول,0.925,مَلُومَاً (17:39) | مَلُومِينَ (23:6)
ملي,5,نُمْلِي,نملي,مْلِي,3:178:6,فعل,1.000,تُمْلَى (25:5) | الْمُلُوكَ (27:34)
منن,5,تَمَنَّى,تمنى,تَمَنَّى,22:52:11,فعلى,1.000,فَامْنُنْ (38:39) | تَمُنُّوا (49:17)
نسف,5,لَنَنْسِفَنَّهُ,لننسفنه,لَنَنْسِفَنَّ,20:97:25,نفعلن,0.638,نَسْفَاً (20:97) | يَنْسِفُهَا (20:105)
نصف,5,فَنِصْفُ,فنصف,نِصْفُ,2:237:11,فعل,1.000,النِّصْفُ (4:11) | نِصْفُ (4:12)
نعد,5,نَعُودَ,نعود,نَعُودَ,7:89:19,فعول,0.925,نَعِدُهُمْ (10:46) | نَعِدُهُمْ (13:40)
نفد,5,يَنْفَدُ,ينفد,نْفَدُ,16:96:3,فعل,0.920,لَنَفِدَ (18:109) | تَنْفَدَ (18:109)
نكث,5,يَنْكُثُونَ,ينكثون,نْكُثُ,7:135:11,فعل,0.920,أَنْكَاثَاً (16:92) | يَنْكُثُونَ (43:50)
نكل,5,نَكَالَاً,نكالا,نَكَالَ,2:66:2,فعال,1.000,تَنْكِيلَاً (4:84) | نَكَالَاً (5:38)
ننت,5,سُنَّتُ,سنت,نَّتُ,8:38:15,فعل,0.752,سُنَّتَ (35:43) | لِسُنَّتِ (35:43)
هيء,5,كَهَيْئَةِ,كهيئة,كَهَيْئَ,3:49:16,فعل,0.931,كَهَيْئَةِ (5:110) | هَوَاءٌ (14:43)
واص,5,أَتَوَاصَوْا,أتواصوا,وَاصَ,51:53:1,فعل,0.900,وَتَوَاصَوْا (90:17) | وَتَوَاصَوْا (103:3)
وبق,5,بَاقٍ,باق,بَاقٍ,16:96:7,فعل,0.990,مَوْبِقَاً (18:52) | الْبَاقِينَ (26:120)
وحش,5,الْفَوَاحِشَ,الفواحش,فَوَاحِشَ,6:151:24,فاعل,1.000,الْفَوَاحِشَ (7:33) | وَالْفَوَاحِشَ (42:37)
وزع,5,يُوزَعُونَ,يوزعون,وزَعُ,27:17:9,فعل,0.920,أَوْزِعْنِي (27:19) | يُوزَعُونَ (27:83)
وسوس,5,فَوَسْوَسَ,فوسوس,وَسْوَسَ,7:20:1,فعلل,0.957,فَوَسْوَسَ (20:120) | تُوَسْوِسُ (50:16)
وصل,5,يُوصَلَ,يوصل,يُوصَلَ,2:27:14,يفعل,0.957,وَصِيلَةٍ (5:103) | يُوصَلَ (13:21)
وطء,5,لِيُوَاطِئُوا,ليواطئوا,وَاطِئُ,9:37:14,فاعل,1.000,مَوْطِئَاً (9:120) | تَطَئُوهَا (33:27)
وقي,5,فَوَقَاهُ,فوقاه,وَقَا,40:45:1,فعل,1.000,وَوَقَاهُمْ (44:56) | وَوَقَاهُمْ (52:18)
يعظ,5,يَعِظُكُمْ,يعظكم,يَعِظُ,2:231:36,فعل,0.900,يَعِظُكُمْ (4:58) | يَعِظُكُمْ (16:90)
ءته,4,نُؤْتِهِ,نؤته,ؤْتِهِ,3:145:15,فعل,0.800,يَأْتِهِ (20:75) | نُؤْتِهِ (42:20)
ءحل,4,وَأَحَلَّ,وأحل,أَحَلَّ,2:275:21,فعل,1.000,أَحَلَّ (5:87) | أَحَلَّنَا (35:35)
ءرو,4,فَأَرُونِي,فأروني,أَرُو,31:11:4,فعل,1.000,أَرُونِيَ (34:27) | أَرُونِي (35:40)
ءزك,4,أَزْكَى,أزكى,أَزْكَى,2:232:26,فعلى,1.000,أَزْكَى (18:19) | أَزْكَى (24:28)
ءصر,4,إِصْرَاً,إصرا,إِصْرَ,2:286:24,فعل,1.000,إِصْرِي (3:81) | إِصْرَهُمْ (7:157)
ءصو,4,الْأَصْوَاتُ,الأصوات,أَصْوَ,20:108:8,فعل,0.900,الْأَصْوَاتِ (31:19) | أَصْوَاتَكُمْ (49:2)
ءظن,4,لَأَظُنُّكَ,لأظنك,لَأَظُنُّ,17:101:16,فعل,1.000,لَأَظُنُّكَ (17:102) | لَأَظُنُّهُ (28:38)
ءعط,4,أُعْطُوا,أعطوا,أُعْطُ,9:58:7,فعل,0.900,أَعْطَى (20:50) | وَأَعْطَى (53:34)
ءفل,4,أَفَلَ,أفل,أَفَلَ,6:76:11,فعل,1.000,الْآفِلِينَ (6:76) | أَفَلَ (6:77)
ءهم,4,أَهَمَّتْهُمْ,أهمتهم,أَهَمَّ,3:154:14,فعل,1.000,أَهُمْ (37:11) | أَهُمْ (43:32)
بءر,4,كَبَائِرَ,كبائر,كَبَائِرَ,4:31:3,فاعل,0.957,وَبِئْرٍ (22:45) | كَبَائِرَ (42:37)
بضر,4,بِضُرٍّ,بضر,بِضُرٍّ,6:17:4,فعل,0.800,بِضُرٍّ (10:107) | بِضُرٍّ (36:23)
بمء,4,بِمَاءٍ,بماء,بِمَاءٍ,13:4:14,فعال,0.925,بِمَاءٍ (18:29) | بِمَاءٍ (54:11)
تءس,4,تَأْسَ,تأس,تَأْسَ,5:26:11,فعل,0.900,تَأْسَ (5:68) | تَبْتَئِسْ (11:36)
تدع,4,تَدْعُ,تدع,تَدْعُ,10:106:2,فعل,0.900,تَدْعُ (26:213) | تَدْعُ (28:88)
تسع,4,تِسْعَ,تسع,تِسْعَ,17:101:4,فعل,1.000,تِسْعَاً (18:25) | تِسْعِ (27:12)
تضع,4,وَتَضَعُ,وتضع,تَضَعُ,22:2:8,فعل,0.900,تَضَعُ (35:11) | تَضَعُ (41:47)
تغن,4,تُغْنِ,تغن,تُغْنِ,9:25:13,فعل,0.900,تَغْنَ (10:24) | تُغْنِ (36:23)
ثقف,4,ثَقِفْتُمُوهُمْ,ثقفتموهم,ثَقِفْ,2:191:3,فعل,1.000,ثُقِفُوا (3:112) | ثَقِفْتُمُوهُمْ (4:91)
جءر,4,جَائِرٌ,جائر,جَائِرٌ,16:9:6,فاعل,1.000,تَجْأَرُونَ (16:53) | يَجْأَرُونَ (23:64)
جدر,4,وَأَجْدَرُ,وأجدر,أَجْدَرُ,9:97:5,افعل,1.000,جِدَارَاً (18:77) | الْجِدَارُ (18:82)
جرح,4,الْجَوَارِحِ,الجوارح,جَوَارِحِ,5:4:12,فواعل,0.973,وَالْجُرُوحَ (5:45) | جَرَحْتُمْ (6:60)
جسد,4,جَسَدَاً,جسدا,جَسَدَ,7:148:9,فعل,1.000,جَسَدَاً (20:88) | جَسَدَاً (21:8)
جلل,4,تَجَلَّى,تجلى,تَجَلَّى,7:143:25,فعلى,1.000,الْجَلَالِ (55:27) | الْجَلَالِ (55:78)
جنح,4,بِجَنَاحَيْهِ,بجناحيه,جَنَاحَيْ,6:38:9,فعال,1.000,جَنَحُوا (8:61) | فَاجْنَحْ (8:61)
جهز,4,جَهَّزَهُمْ,جهزهم,جَهَّزَ,12:59:2,فعل,1.000,بِجَهَازِهِمْ (12:59) | جَهَّزَهُمْ (12:70)
حسس,4,فَتَحَسَّسُوا,فتحسسوا,تَحَسَّسُ,12:87:3,فعل,1.000,تُحِسُّ (19:98) | أَحَسُّوا (21:12)
حمء,4,حَمَإٍ,حمإ,حَمَإٍ,15:26:7,فعل,1.000,حَمَإٍ (15:28) | حَمَإٍ (15:33)
حيض,4,الْمَحِيضِ,المحيض,مَحِيضِ,2:222:3,مفعل,0.977,الْمَحِيضِ (65:4) | تَحَاضُّونَ (89:18)
خدع,4,يُخَادِعُونَ,يخادعون,خَادِعُ,2:9:1,فاعل,1.000,يَخْدَعُونَ (2:9) | يُخَادِعُونَ (4:142)
خرق,4,وَخَرَقُوا,وخرقوا,خَرَقُ,6:100:6,فعل,1.000,تَخْرِقَ (17:37) | خَرَقَهَا (18:71)
خسء,4,خَاسِئِينَ,خاسئين,خَاسِئِ,2:65:12,فاعل,1.000,خَاسِئِينَ (7:166) | اخْسَئُوا (23:108)
خفض,4,وَاخْفِضْ,واخفض,خْفِضْ,15:88:13,فعل,0.920,وَاخْفِضْ (17:24) | وَاخْفِضْ (26:215)
خيب,4,وَخَابَ,وخاب,خَابَ,14:15:2,فعل,1.000,خَابَ (20:61) | خَابَ (20:111)
دحر,4,مَدْحُورَاً,مدحورا,مَدْحُورَ,7:18:5,مفعول,1.000,مَدْحُورَاً (17:18) | مَدْحُورَاً (17:39)
دحض,4,لِيُدْحِضُوا,ليدحضوا,دْحِضُ,18:56:11,فعل,0.920,الْمُدْحَضِينَ (37:141) | لِيُدْحِضُوا (40:5)
ددع,4,يَدَّعُونَ,يدعون,دَّعُ,36:57:6,فعل,0.752,تَدَّعُونَ (41:31) | تَدَّعُونَ (67:27)
دهن,4,بِالدُّهْنِ,بالدهن,دُهْنِ,23:20:7,فعل,1.000,كَالدِّهَانِ (55:37) | تُدْهِنُ (68:9)
دوا,4,وَدُّوا,ودوا,دُّوا,3:118:12,فعل,1.000,وَدُّوا (4:89) | وَدُّوا (68:9)
دوب,4,الدَّوَابِّ,الدواب,دَوَابِّ,8:22:3,فعال,0.925,الدَّوَابِّ (8:55) | وَالدَّوَابُّ (22:18)
ذءق,4,ذَائِقَةُ,ذائقة,ذَائِقَ,3:185:3,فاعل,0.925,ذَائِقَةُ (21:35) | ذَائِقَةُ (29:57)
رتل,4,وَرَتَّلْنَاهُ,ورتلناه,رَتَّلْ,25:32:14,فعل,1.000,تَرْتِيلَاً (25:32) | وَرَتِّلِ (73:4)
رحب,4,رَحُبَتْ,رحبت,رَحُبَ,9:25:20,فعل,1.000,رَحُبَتْ (9:118) | مَرْحَبَاً (38:59)
رحل,4,رِحَالِهِمْ,رحالهم,رِحَالِ,12:62:6,فعال,1.000,رَحْلِ (12:70) | رَحْلِهِ (12:75)
ردن,4,أَرَدْنَ,أردن,أَرَدْنَ,24:33:34,افعل,0.925,تُرِدْنَ (33:28) | تُرِدْنَ (33:29)
رذل,4,أَرَاذِلُنَا,أراذلنا,أَرَاذِلُ,11:27:18,افاعل,0.973,أَرْذَلِ (16:70) | أَرْذَلِ (22:5)
ررط,4,فَرَّطْنَا,فرطنا,رَّطْ,6:31:16,فعل,0.752,فَرَّطْنَا (6:38) | فَرَّطْتُمْ (12:80)
رعي,4,رَعَوْهَا,رعوها,رَعَوْ,57:27:29,فعل,1.000,رِعَايَتِهَا (57:27) | وَمَرْعَاهَا (79:31)
ركن,4,رُكْنٍ,ركن,رُكْنٍ,11:80:10,فعل,1.000,تَرْكَنُوا (11:113) | تَرْكَنُ (17:74)
روم,4,يَرْمِ,يرم,يَرْمِ,4:112:7,فعل,0.990,كِرَامَاً (25:72) | الرُّومُ (30:2)
زجر,4,فَالزَّاجِرَاتِ,فالزاجرات,زَاجِرَ,37:2:1,فاعل,1.000,زَجْرَاً (37:2) | زَجْرَةٌ (37:19)
زخرف,4,زُخْرُفَ,زخرف,زُخْرُفَ,6:112:13,فعلل,0.957,زُخْرُفَهَا (10:24) | زُخْرُفٍ (17:93)
زكك,4,يُزَكُّونَ,يزكون,زَكُّ,4:49:5,فعل,0.846,يُزَكِّي (4:49) | يُزَكِّي (24:21)
زوغ,4,زَاغَتْ,زاغت,زَاغَ,38:63:4,فعل,1.000,زَاغَ (53:17) | زَاغُوا (61:5)
سجر,4,اسْتَجَارَكَ,استجارك,اسْتَجَارَ,9:6:5,افتعال,0.977,يُسْجَرُونَ (40:72) | الْمَسْجُورِ (52:6)
سجل,4,سِجِّيلٍ,سجيل,سِجِّيلٍ,11:82:11,فعيل,1.000,سِجِّيلٍ (15:74) | السِّجِلِّ (21:104)
سحت,4,لِلسُّحْتِ,للسحت,سُّحْتِ,5:42:4,فعل,1.000,السُّحْتَ (5:62) | السُّحْتَ (5:63)
سخط,4,بِسَخَطٍ,بسخط,سَخَطٍ,3:162:7,فعل,1.000,سَخِطَ (5:80) | يَسْخَطُونَ (9:58)
سدر,4,سِدْرٍ,سدر,سِدْرٍ,34:16:15,فعل,1.000,سِدْرَةِ (53:14) | السِّدْرَةَ (53:16)
سرب,4,وَسَارِبٌ,وسارب,سَارِبٌ,13:10:13,فاعل,1.000,سَرَبَاً (18:61) | كَسَرَابٍ (24:39)
سرج,4,سِرَاجَاً,سراجا,سِرَاجَ,25:61:9,فعال,1.000,وَسِرَاجَاً (33:46) | سِرَاجَاً (71:16)
سري,4,سَأُرِيكُمْ,سأريكم,سَأُرِي,7:145:18,فاعل,0.977,وَأَسَرُّوهُ (12:19) | سَرِيَّاً (19:24)
سعذ,4,فَاسْتَعِذْ,فاستعذ,اسْتَعِذْ,7:200:6,افتعل,0.658,فَاسْتَعِذْ (16:98) | فَاسْتَعِذْ (40:56)
سفح,4,مُسَافِحِينَ,مسافحين,مُسَافِحِ,4:24:21,مفاعل,1.000,مُسَافِحَاتٍ (4:25) | مُسَافِحِينَ (5:5)
سفن,4,السَّفِينَةِ,السفينة,سَفِينَ,18:71:6,فعيل,1.000,السَّفِينَةُ (18:79) | سَفِينَةٍ (18:79)
سقف,4,السَّقْفُ,السقف,سَقْفُ,16:26:13,فعل,1.000,سَقْفَاً (21:32) | سُقُفَاً (43:33)
سلح,4,أَسْلِحَتَهُمْ,أسلحتهم,أَسْلِحَ,4:102:12,افعل,1.000,وَأَسْلِحَتَهُمْ (4:102) | أَسْلِحَتِكُمْ (4:102)
سلي,4,وَالسَّلْوَى,والسلوى,سَلْوَى,2:57:7,فعول,1.000,وَالسَّلْوَى (7:160) | وَالسَّلْوَى (20:80)
سمن,4,سِمَانٍ,سمان,سِمَانٍ,12:43:7,فعال,1.000,سِمَانٍ (12:46) | سَمِينٍ (51:26)
سوف,4,لَسَوْفَ,لسوف,لَسَوْفَ,19:66:6,فعل,0.931,فَلَسَوْفَ (26:49) | وَلَسَوْفَ (92:21)
شءن,4,شَأْنٍ,شأن,شَأْنٍ,10:61:4,فعل,1.000,شَأْنِهِمْ (24:62) | شَأْنٍ (55:29)
شتت,4,شَتَّى,شتى,شَتَّى,20:53:19,فعلى,1.000,أَشْتَاتَاً (24:61) | شَتَّى (59:14)
