surface,plain,word_class,masaq_tag,lemma,root,wazn,aspect,case,role,source,agreement_with_masaq,confidence,first_seen_at,ambiguous
صَوْتِ,صوت,ISM_MUARAB,NOUN_ABSTRACT,,,,,GENITIVE,GEN_CONS,MASAQ:66791,None,Certificate,49:2:8,
صَوْتِكَ,صوتك,ISM_MUARAB,NOUN_ABSTRACT,,,,,GENITIVE,PREP_OBJ,MASAQ:53335,Partial,Hypothesis,31:19:6,
صَوْمَاً,صوما,ISM_MUARAB,GERUND,,صوم,فعل,,ACCUSATIVE,OBJ,MASAQ:39574,Full,Certificate,19:26:14,
صَيَاصِيهِمْ,صياصيهم,ISM_MUARAB,NOUN_CONCRETE,,,,,GENITIVE,PREP_OBJ,MASAQ:54453,Full,Certificate,33:26:8,
صَيْحَةً,صيحة,UNKNOWN,GERUND_INSTANT,,صيح,فعل,,ACCUSATIVE,V_COP_PRED,MASAQ:57193,Full,Certificate,36:29:4,
صَيْحَةٍ,صيحة,UNKNOWN,GERUND_INSTANT,,صيح,فعل,,GENITIVE,GEN_CONS,MASAQ:71903,Full,Certificate,63:4:14,
صَيْدُ,صيد,ISM_MUARAB,GERUND,,صيد,فعل,,NOMINATIVE,PASS_SUBJ,MASAQ:15702,Full,Certificate,5:96:3,
صُبُّوا,صبوا,FIIL,CV,,صبب,فعل,CV,INVARIABLE,CV,MASAQ:64468,Full,Certificate,44:48:2,
صُبْحَاً,صبحا,HARF,ADV,,صبح,فعل,,ACCUSATIVE,ADV_TIME,MASAQ:77450,Full,Certificate,100:3:2,
صُحُفٍ,صحف,ISM_MUARAB,NOUN_CONCRETE,,صحف,فعل,,GENITIVE,PREP_OBJ,MASAQ:75876,Full,Certificate,80:13:2,
صُحُفَاً,صحفا,ISM_MUARAB,NOUN_CONCRETE,,صحف,فعل,,ACCUSATIVE,OBJ,MASAQ:74872,Full,Certificate,74:52:8,
صُحُفِ,صحف,ISM_MUARAB,NOUN_CONCRETE,,صحف,فعل,,GENITIVE,PREP_OBJ,MASAQ:68418,Full,Certificate,53:36:6,
صُدُودَاً,صدودا,ISM_MUARAB,GERUND,,صدد,فعول,,ACCUSATIVE,COGN,MASAQ:11079,Full,Certificate,4:61:15,
صُدُورَ,صدور,ISM_MUARAB,GERUND,,صدر,فعول,,ACCUSATIVE,OBJ,MASAQ:24152,Full,Certificate,9:14:9,
صُدُورَهُمْ,صدورهم,ISM_MUARAB,NOUN_ABSTRACT,,صدر,فعول,,ACCUSATIVE,OBJ,MASAQ:28309,Full,Certificate,11:5:4,
صُدُورُهُمْ,صدورهم,ISM_MUARAB,NOUN_ABSTRACT,,صدر,فعول,,NOMINATIVE,AGNT,MASAQ:8197,Full,Certificate,3:118:22,
صُدُورِ,صدور,ISM_MUARAB,GERUND,,صدر,فعول,,GENITIVE,PREP_OBJ,MASAQ:51404,Full,Certificate,29:10:30,
صُدُورِكُمْ,صدوركم,ISM_MUARAB,NOUN_ABSTRACT,,صدر,فعول,,GENITIVE,PREP_OBJ,MASAQ:6665,Full,Certificate,3:29:6,
صُدُورِهِمْ,صدورهم,ISM_MUARAB,NOUN_ABSTRACT,,صدر,فعول,,GENITIVE,PREP_OBJ,MASAQ:19974,Full,Certificate,7:43:4,
صُرِفَتْ,صرفت,FIIL,PV_PASS,,صرف,فعل,PV,INVARIABLE,,MASAQ:20064,Full,Certificate,7:47:2,
صُفْرٌ,صفر,ISM_MUARAB,NOUN_NUM,,صفر,فعل,,NOMINATIVE,ADJ,MASAQ:75414,Full,Certificate,77:33:3,
صُلْحَاً,صلحا,ISM_MUARAB,GERUND,,صلح,فعل,,ACCUSATIVE,COGN,MASAQ:12480,Full,Certificate,4:128:15,
صُمٌّ,صم,ISM_MUARAB,ADJ_QUALIT,,صمم,فعل,,NOMINATIVE,PRED,MASAQ:210,Full,Certificate,2:18:1,
صُمَّاً,صما,ISM_MUARAB,ADJ_QUALIT,,صمم,فعل,,ACCUSATIVE,OBJ,MASAQ:47323,Full,Certificate,25:73:9,
صُنْعَ,صنع,ISM_MUARAB,GERUND,,صنع,فعل,,ACCUSATIVE,COGN,MASAQ:49766,Full,Certificate,27:88:9,
صُنْعَاً,صنعا,ISM_MUARAB,GERUND,,صنع,فعل,,ACCUSATIVE,OBJ,MASAQ:39238,None,Certificate,18:104:11,
صُورَةٍ,صورة,ISM_MUARAB,NOUN_ABSTRACT,,صور,فعل,,GENITIVE,GEN_CONS,MASAQ:76104,Full,Certificate,82:8:3,
صُوَاعَ,صواع,ISM_MUARAB,NOUN_CONCRETE,,,,,ACCUSATIVE,OBJ,MASAQ:31352,Full,Certificate,12:72:3,
صُوَرَكُمْ,صوركم,ISM_MUARAB,NOUN_CONCRETE,,صور,فعل,,ACCUSATIVE,OBJ,MASAQ:61393,Full,Certificate,40:64:11,
صِبْغَةً,صبغة,ISM_MUARAB,NOUN_ABSTRACT,,صبغ,فعل,,ACCUSATIVE,ACC_SPECIF,MASAQ:2471,Full,Certificate,2:138:7,
صِبْغَةَ,صبغة,ISM_MUARAB,NOUN_ABSTRACT,,صبغ,فعل,,ACCUSATIVE,COGN,MASAQ:2465,Full,Certificate,2:138:1,
صِدِّيقَاً,صديقا,ISM_MUARAB,ADJ_INTENS,,,,,ACCUSATIVE,V_COP_PRED,MASAQ:39727,Full,Certificate,19:41:7,
صِدِّيقَةٌ,صديقة,UNKNOWN,GERUND_INSTANT,,,,,NOMINATIVE,PRED,MASAQ:15279,Full,Certificate,5:75:13,
صِدْقٍ,صدق,ISM_MUARAB,GERUND,,صدق,فعل,,GENITIVE,GEN_CONS,MASAQ:26437,Full,Certificate,10:2:18,
صِدْقَاً,صدقا,ISM_MUARAB,GERUND,,صدق,فعل,,ACCUSATIVE,ACC_SPECIF,MASAQ:18264,Full,Certificate,6:115:4,
صِدْقُهُمْ,صدقهم,ISM_MUARAB,GERUND,,صدق,فعل,,NOMINATIVE,AGNT,MASAQ:16242,Full,Certificate,5:119:7,
صِدْقِهِمْ,صدقهم,ISM_MUARAB,GERUND,,صدق,فعل,,GENITIVE,PREP_OBJ,MASAQ:54135,Full,Certificate,33:8:4,
صِرَاطٌ,صراط,ISM_MUARAB,NOUN_ABSTRACT,,صرط,فعال,,NOMINATIVE,PRED,MASAQ:7067,Full,Certificate,3:51:7,
صِرَاطٍ,صراط,ISM_MUARAB,NOUN_ABSTRACT,,صرط,فعال,,GENITIVE,PREP_OBJ,MASAQ:2553,Full,Certificate,2:142:20,
صِرَاطَ,صراط,ISM_MUARAB,NOUN_ABSTRACT,,صرط,فعال,,ACCUSATIVE,APPOS,MASAQ:21,Full,Certificate,1:7:1,
صِرَاطَاً,صراطا,ISM_MUARAB,NOUN_ABSTRACT,,صرط,فعال,,ACCUSATIVE,OBJ,MASAQ:11188,Full,Certificate,4:68:2,
صِرَاطَكَ,صراطك,ISM_MUARAB,NOUN_ABSTRACT,,صرط,فعال,,ACCUSATIVE,OBJ,MASAQ:19480,Full,Certificate,7:16:6,
صِرَاطُ,صراط,ISM_MUARAB,NOUN_ABSTRACT,,صرط,فعال,,NOMINATIVE,PRED,MASAQ:18470,Full,Certificate,6:126:2,
صِرَاطِ,صراط,ISM_MUARAB,NOUN_ABSTRACT,,صرط,فعال,,GENITIVE,PREP_OBJ,MASAQ:32861,Full,Certificate,14:1:14,
صِرَاطِي,صراطي,ISM_MUARAB,NOUN_ABSTRACT,,صرط,فعال,,NOMINATIVE,PART_COP_PRED,MASAQ:19083,Full,Certificate,6:153:3,
صِرٌّ,صر,ISM_MUARAB,NOUN_ABSTRACT,,صرر,فعل,,NOMINATIVE,SUBJ,MASAQ:8162,Full,Certificate,3:117:11,
صِلِيَّاً,صليا,ISM_MUARAB,ADJ_QUALIT,,صلي,فعل,,ACCUSATIVE,ACC_SPECIF,MASAQ:40052,Full,Certificate,19:70:8,
صِنْوَانٌ,صنوان,ISM_MUARAB,NOUN_ABSTRACT,,صنو,فعل,,NOMINATIVE,ADJ,MASAQ:32069,None,Certificate,13:4:10,
صِنْوَانٍ,صنوان,ISM_MUARAB,NOUN_ABSTRACT,,صنو,فعل,,GENITIVE,GEN_CONS,MASAQ:32071,None,Certificate,13:4:12,
صِيَامٍ,صيام,ISM_MUARAB,GERUND,,,,,GENITIVE,PREP_OBJ,MASAQ:3672,Full,Certificate,2:196:29,
صِيَامَاً,صياما,ISM_MUARAB,GERUND,,,,,ACCUSATIVE,ACC_SPECIF,MASAQ:15683,Full,Certificate,5:95:34,
ضَاحِكَاً,ضاحكا,ISM_MUARAB,NOUN_ACTIVE_PART,,ضحك,فاعل,,ACCUSATIVE,CIRCUM,MASAQ:48899,Full,Certificate,27:19:2,
ضَاحِكَةٌ,ضاحكة,ISM_MUARAB,NOUN_ACTIVE_PART,,ضحك,فاعل,,NOMINATIVE,PRED,MASAQ:75958,Full,Certificate,80:39:1,
ضَاقَتْ,ضاقت,FIIL,PV,,ضيق,فعل,PV,INVARIABLE,,MASAQ:26176,Full,Certificate,9:118:7,
ضَالَّاً,ضالا,ISM_MUARAB,NOUN_ACTIVE_PART,,ضول,فعل,,ACCUSATIVE,OBJ,MASAQ:77135,Full,Certificate,93:7:2,
ضَالِّينَ,ضالين,ISM_MUARAB,NOUN_ACTIVE_PART,,ضول,فعل,,ACCUSATIVE,ADJ,MASAQ:45038,Full,Certificate,23:106:8,
ضَامِرٍ,ضامر,ISM_MUARAB,NOUN_CONCRETE,,ضمر,فاعل,,GENITIVE,GEN_CONS,MASAQ:43280,Full,Certificate,22:27:9,
ضَبْحَاً,ضبحا,ISM_MUARAB,GERUND,,ضبح,فعل,,ACCUSATIVE,COGN,MASAQ:77446,Full,Certificate,100:1:2,
ضَرَبَ,ضرب,FIIL,PV,,ضرب,فعل,PV,INVARIABLE,,MASAQ:33293,Full,Certificate,14:24:4,
ضَرَبُوا,ضربوا,FIIL,PV,,ضرب,فعل,PV,INVARIABLE,,MASAQ:8849,Full,Certificate,3:156:11,
ضَرَبُوهُ,ضربوه,FIIL,PV,,,,PV,INVARIABLE,,MASAQ:63909,Partial,Hypothesis,43:58:7,
ضَرَبْتُمْ,ضربتم,FIIL,PV,,ضرب,فعل,PV,INVARIABLE,,MASAQ:11790,Full,Certificate,4:94:5,
ضَرَبْنَا,ضربنا,FIIL,PV,,ضرب,فعل,PV,INVARIABLE,,MASAQ:46929,Full,Certificate,25:39:2,
ضَرِيعٍ,ضريع,ISM_MUARAB,NOUN_CONCRETE,,,,,GENITIVE,PREP_OBJ,MASAQ:76695,Full,Certificate,88:6:6,
ضَرَّاءَ,ضراء,ISM_MUARAB,NOUN_ABSTRACT,,,,,GENITIVE,GEN_CONS,MASAQ:26801,Full,Certificate,10:21:7,
ضَرَّاً,ضرا,ISM_MUARAB,GERUND,,ضرر,فعل,,ACCUSATIVE,OBJ,MASAQ:15301,Full,Certificate,5:76:10,
ضَرُّهُ,ضره,FIIL,PV,,ضرر,فعل,PV,NOMINATIVE,SUBJ,MASAQ:43046,Full,Certificate,22:13:3,
ضَرْبَاً,ضربا,ISM_MUARAB,GERUND,,ضرب,فعل,,ACCUSATIVE,OBJ,MASAQ:5731,Full,Certificate,2:273:9,
ضَعُفَ,ضعف,ISM_MUARAB,NOUN_ABSTRACT,,ضعف,فعل,,INVARIABLE,,MASAQ:44008,Full,Certificate,22:73:26,
ضَعُفُوا,ضعفوا,FIIL,PV,,ضعف,فعل,PV,INVARIABLE,,MASAQ:8604,Full,Certificate,3:146:16,
ضَعِيفَاً,ضعيفا,ISM_MUARAB,ADJ_QUALIT,,,,,ACCUSATIVE,CONJ_N,MASAQ:5947,Full,Certificate,2:282:42,
ضَعْفٍ,ضعف,ISM_MUARAB,GERUND,,ضعف,فعل,,GENITIVE,PREP_OBJ,MASAQ:52978,Full,Certificate,30:54:5,
ضَعْفَاً,ضعفا,ISM_MUARAB,GERUND,,ضعف,فعل,,ACCUSATIVE,SUBJ_COP_PART,MASAQ:23714,Full,Certificate,8:66:8,
ضَلَالٍ,ضلال,ISM_MUARAB,GERUND,,ضلل,فعال,,GENITIVE,PREP_OBJ,MASAQ:9009,Full,Certificate,3:164:24,
ضَلَالَاً,ضلالا,ISM_MUARAB,GERUND,,ضلل,فعال,,ACCUSATIVE,COGN,MASAQ:11063,Full,Certificate,4:60:29,
ضَلَالَةٌ,ضلالة,ISM_MUARAB,GERUND,,ضلل,فعال,,NOMINATIVE,SUBJ_COP_V,MASAQ:20328,Full,Certificate,7:61:6,
ضَلَالَتِهِمْ,ضلالتهم,ISM_MUARAB,GERUND,,ضلل,فعال,,GENITIVE,PREP_OBJ,MASAQ:49668,Full,Certificate,27:81:6,
ضَلَالِكَ,ضلالك,ISM_MUARAB,GERUND,,ضلل,فعال,,GENITIVE,PREP_OBJ,MASAQ:31723,Full,Certificate,12:95:5,
ضَلَلْتُ,ضللت,FIIL,PV,,ضلل,فعل,PV,INVARIABLE,,MASAQ:17174,Full,Certificate,6:56:16,
ضَلَلْنَا,ضللنا,FIIL,PV,,ضلل,فعل,PV,INVARIABLE,,MASAQ:53734,Full,Certificate,32:10:3,
ضَلَّ,ضل,FIIL,PV,,ضلل,فعل,PV,INVARIABLE,,MASAQ:1900,Full,Certificate,2:108:16,
ضَلُّوا,ضلوا,FIIL,PV,,ضلل,فعل,PV,INVARIABLE,,MASAQ:13209,Full,Certificate,4:167:9,
ضَنْكَاً,ضنكا,ISM_MUARAB,GERUND,,ضنك,فعل,,ACCUSATIVE,ADJ,MASAQ:41492,Full,Certificate,20:124:8,
ضَيِّقَاً,ضيقا,ISM_MUARAB,ADJ_QUALIT,,ضيق,فعل,,ACCUSATIVE,OBJ,MASAQ:18455,Full,Certificate,6:125:15,
ضَيْرَ,ضير,ISM_MUARAB,GERUND,,ضير,فعل,,ACCUSATIVE,SUBJ_NEG_CAT,MASAQ:47712,Full,Certificate,26:50:3,
ضَيْفِ,ضيف,ISM_MUARAB,NOUN_CONCRETE,,ضيف,فعل,,GENITIVE,PREP_OBJ,MASAQ:34044,Full,Certificate,15:51:3,
ضَيْفِهِ,ضيفه,ISM_MUARAB,NOUN_CONCRETE,,ضيف,فعل,,GENITIVE,PREP_OBJ,MASAQ:68759,Full,Certificate,54:37:4,
ضَيْفِي,ضيفي,ISM_MUARAB,NOUN_CONCRETE,,ضيف,فعل,,GENITIVE,PREP_OBJ,MASAQ:29542,Full,Certificate,11:78:22,
ضَيْقٍ,ضيق,ISM_MUARAB,GERUND,,ضيق,فعل,,GENITIVE,PREP_OBJ,MASAQ:36168,Full,Certificate,16:127:12,
ضُحَاهَا,ضحاها,ISM_MUARAB,NOUN_ABSTRACT,,ضحو,فعل,,ACCUSATIVE,OBJ,MASAQ:75761,Full,Certificate,79:29:4,";HARF@(79, 46, 9)"
ضُحَىً,ضحى,ISM_MUARAB,NOUN_ABSTRACT,,ضحو,فعل,,ACCUSATIVE,ADV_TIME,MASAQ:20938,Full,Certificate,7:98:7,
ضُرِبَ,ضرب,FIIL,PV,,ضرب,فعل,PV,INVARIABLE,,MASAQ:43985,Full,Certificate,22:73:3,
ضُرِبَتْ,ضربت,FIIL,PV_PASS,,ضرب,فعل,PV,INVARIABLE,,MASAQ:8061,Full,Certificate,3:112:1,
ضُرٌّ,ضر,ISM_MUARAB,GERUND,,ضرر,فعل,,NOMINATIVE,AGNT,MASAQ:52662,Full,Certificate,30:33:4,
ضُرٍّ,ضر,ISM_MUARAB,GERUND,,ضرر,فعل,,GENITIVE,PREP_OBJ,MASAQ:26627,Full,Certificate,10:12:20,
ضُرَّهُ,ضره,ISM_MUARAB,GERUND,,ضرر,فعل,,ACCUSATIVE,OBJ,MASAQ:26621,Full,Certificate,10:12:14,
ضُرِّهِ,ضره,ISM_MUARAB,GERUND,,ضرر,فعل,,GENITIVE,GEN_CONS,MASAQ:59908,Full,Certificate,39:38:23,
ضُعَفَاءُ,ضعفاء,ISM_MUARAB,ADJ_QUALIT,,ضعف,فعلاء,,NOMINATIVE,ADJ,MASAQ:5588,Full,Certificate,2:266:23,
ضِدَّاً,ضدا,ISM_MUARAB,NOUN_ABSTRACT,,ضدد,فعل,,ACCUSATIVE,V_COP_PRED,MASAQ:40175,Full,Certificate,19:82:6,
ضِرَارَاً,ضرارا,ISM_MUARAB,GERUND,,ضرر,فعال,,ACCUSATIVE,PURP,MASAQ:4504,Full,Certificate,2:231:13,
ضِعَافَاً,ضعافا,ISM_MUARAB,ADJ_QUALIT,,ضعف,فعال,,ACCUSATIVE,ADJ,MASAQ:9850,Full,Certificate,4:9:8,
ضِعْفٌ,ضعف,ISM_MUARAB,NOUN_ABSTRACT,,ضعف,فعل,,NOMINATIVE,SUBJ_DELA,MASAQ:19905,Full,Certificate,7:38:37,
ضِعْفَ,ضعف,ISM_MUARAB,NOUN_ABSTRACT,,ضعف,فعل,,ACCUSATIVE,OBJ,MASAQ:37222,Full,Certificate,17:75:3,
ضِعْفَاً,ضعفا,ISM_MUARAB,NOUN_ABSTRACT,,ضعف,فعل,,ACCUSATIVE,ADJ,MASAQ:19900,Full,Certificate,7:38:32,
ضِعْفَيْنِ,ضعفين,ISM_MUARAB,NOUN_ABSTRACT,,ضعف,فعل,,ACCUSATIVE,CIRCUM,MASAQ:5556,Full,Certificate,2:265:18,
ضِغْثَاً,ضغثا,ISM_MUARAB,NOUN_CONCRETE,,ضغث,فعل,,ACCUSATIVE,OBJ,MASAQ:58992,Full,Certificate,38:44:3,
ضِيزَى,ضيزى,ISM_MUARAB,NOUN_ABSTRACT,,,,,NOMINATIVE,ADJ,MASAQ:68252,Full,Certificate,53:22:4,
ضِيَاءً,ضياء,ISM_MUARAB,GERUND,,,,,ACCUSATIVE,OBJ,MASAQ:26507,Full,Certificate,10:5:5,
طس,طس,UNKNOWN,OTHER,,طسس,فعل,,NOMINATIVE,PRED,MASAQ:48684,Full,Certificate,27:1:1,
طسم,طسم,UNKNOWN,OTHER,,طسم,فعل,,INVARIABLE,ACRON,MASAQ:47364,Full,Certificate,26:1:1,
طه,طه,UNKNOWN,OTHER,,طهه,فعل,,NOMINATIVE,PRED,MASAQ:40291,Full,Certificate,20:1:1,
طَائِرٍ,طائر,ISM_MUARAB,NOUN_CONCRETE,,طير,فاعل,,NOMINATIVE,CONJ_N,MASAQ:16867,Full,Certificate,6:38:7,
طَائِرَهُ,طائره,ISM_MUARAB,NOUN_ABSTRACT,,طير,فاعل,,ACCUSATIVE,OBJ,MASAQ:36355,Full,Certificate,17:13:4,
طَائِرُكُمْ,طائركم,ISM_MUARAB,NOUN_ABSTRACT,,طير,فاعل,,NOMINATIVE,SUBJ,MASAQ:49285,Full,Certificate,27:47:7,
طَائِرُهُمْ,طائرهم,ISM_MUARAB,NOUN_ABSTRACT,,طير,فاعل,,NOMINATIVE,SUBJ,MASAQ:21296,Full,Certificate,7:131:16,
طَائِعِينَ,طائعين,ISM_MUARAB,NOUN_ACTIVE_PART,,طوع,فاعل,,ACCUSATIVE,CIRCUM,MASAQ:61809,Full,Certificate,41:11:16,
طَائِفٌ,طائف,ISM_MUARAB,NOUN_ACTIVE_PART,,طوف,فاعل,,NOMINATIVE,AGNT,MASAQ:22596,Full,Certificate,7:201:6,
طَائِفَةً,طائفة,ISM_MUARAB,NOUN_CONCRETE,,طوف,فاعل,,ACCUSATIVE,OBJ,MASAQ:8751,Full,Certificate,3:154:10,
طَائِفَةٌ,طائفة,ISM_MUARAB,NOUN_CONCRETE,,طوف,فاعل,,NOMINATIVE,AGNT,MASAQ:7330,Full,Certificate,3:69:2,
طَائِفَةٍ,طائفة,ISM_MUARAB,NOUN_CONCRETE,,طوف,فاعل,,GENITIVE,PREP_OBJ,MASAQ:25146,Full,Certificate,9:66:10,
طَائِفَتَانِ,طائفتان,ISM_MUARAB,NOUN_CONCRETE,,,,,NOMINATIVE,AGNT,MASAQ:8268,None,Certificate,3:122:3,
طَائِفَتَيْنِ,طائفتين,ISM_MUARAB,NOUN_CONCRETE,,طوف,فاعل,,GENITIVE,PREP_OBJ,MASAQ:19129,Partial,Hypothesis,6:156:7,
طَابَ,طاب,FIIL,PV,,طيب,فعل,PV,INVARIABLE,,MASAQ:9724,Full,Certificate,4:3:9,
طَاعَةٌ,طاعة,ISM_MUARAB,GERUND,,طوع,فعل,,NOMINATIVE,PRED,MASAQ:11449,Full,Certificate,4:81:2,
طَاعِمٍ,طاعم,ISM_MUARAB,NOUN_ACTIVE_PART,,طعم,فاعل,,GENITIVE,PREP_OBJ,MASAQ:18861,Full,Certificate,6:145:10,
طَاغُونَ,طاغون,ISM_MUARAB,NOUN_ACTIVE_PART,,طوغ,فعل,,NOMINATIVE,,MASAQ:67804,Full,Certificate,51:53:6,
طَاغِينَ,طاغين,ISM_MUARAB,NOUN_ACTIVE_PART,,طوغ,فعل,,ACCUSATIVE,ADJ,MASAQ:57852,Full,Certificate,37:30:10,
طَاقَةَ,طاقة,ISM_MUARAB,NOUN_ABSTRACT,,طوق,فعل,,ACCUSATIVE,SUBJ_NEG_CAT,MASAQ:5046,Full,Certificate,2:249:38,
طَالَ,طال,FIIL,PV,,طول,فعل,PV,INVARIABLE,,MASAQ:42116,Full,Certificate,21:44:6,
طَالُوتَ,طالوت,JAMID,NOUN_PROP_FOREIGN,,,,,ACCUSATIVE,OBJ,MASAQ:4944,Full,Certificate,2:247:9,
طَالُوتُ,طالوت,JAMID,NOUN_PROP_FOREIGN,,,,,NOMINATIVE,AGNT,MASAQ:5011,Full,Certificate,2:249:3,
طَبَعَ,طبع,FIIL,PV,,طبع,فعل,PV,INVARIABLE,,MASAQ:13010,Full,Certificate,4:155:15,
طَبَقٍ,طبق,ISM_MUARAB,NOUN_ABSTRACT,,طبق,فعل,,GENITIVE,PREP_OBJ,MASAQ:76401,Full,Certificate,84:19:4,
طَبَقَاً,طبقا,ISM_MUARAB,NOUN_ABSTRACT,,طبق,فعل,,ACCUSATIVE,OBJ,MASAQ:76399,Full,Certificate,84:19:2,
طَحَاهَا,طحاها,FIIL,PV,,طحي,فعل,PV,INVARIABLE,,MASAQ:77003,Full,Certificate,91:6:3,
طَرَائِقَ,طرائق,ISM_MUARAB,NOUN_ABSTRACT,,,,,GENITIVE,GEN_CONS,MASAQ:44202,Full,Certificate,23:17:5,
طَرَدْتُهُمْ,طردتهم,FIIL,PV,,طرد,فعل,PV,INVARIABLE,,MASAQ:28756,Full,Certificate,11:30:7,
طَرَفَاً,طرفا,ISM_MUARAB,NOUN_ABSTRACT,,طرف,فعل,,ACCUSATIVE,OBJ,MASAQ:8334,Full,Certificate,3:127:2,
طَرَفَيِ,طرفي,ISM_MUARAB,NOUN_ABSTRACT,,طرف,فعل,,ACCUSATIVE,ADV_TIME,MASAQ:30077,Full,Certificate,11:114:3,
طَرِيقٍ,طريق,ISM_MUARAB,NOUN_ABSTRACT,,,,,GENITIVE,PREP_OBJ,MASAQ:65563,Full,Certificate,46:30:18,
طَرِيقَ,طريق,ISM_MUARAB,NOUN_ABSTRACT,,,,,ACCUSATIVE,EXCP,MASAQ:13225,Full,Certificate,4:169:2,
طَرِيقَاً,طريقا,ISM_MUARAB,NOUN_CONCRETE,,,,,ACCUSATIVE,OBJ,MASAQ:13223,Full,Certificate,4:168:12,
طَرِيقَةً,طريقة,ISM_MUARAB,NOUN_ABSTRACT,,,,,ACCUSATIVE,ACC_SPECIF,MASAQ:41279,Full,Certificate,20:104:8,
طَرِيَّاً,طريا,ISM_MUARAB,ADJ_QUALIT,,طري,فعل,,ACCUSATIVE,ADJ,MASAQ:34489,Full,Certificate,16:14:8,
طَرْفٍ,طرف,ISM_MUARAB,NOUN_ABSTRACT,,طرف,فعل,,GENITIVE,PREP_OBJ,MASAQ:63177,Full,Certificate,42:45:9,
طَرْفُكَ,طرفك,ISM_MUARAB,NOUN_ABSTRACT,,طرف,فعل,,NOMINATIVE,AGNT,MASAQ:49162,Full,Certificate,27:40:14,
طَرْفُهُمْ,طرفهم,ISM_MUARAB,NOUN_ABSTRACT,,طرف,فعل,,NOMINATIVE,AGNT,MASAQ:33567,Full,Certificate,14:43:7,
طَعَامٌ,طعام,ISM_MUARAB,NOUN_CONCRETE,,طعم,فعال,,NOMINATIVE,AGNT,MASAQ:30757,Full,Certificate,12:37:4,
طَعَامٍ,طعام,ISM_MUARAB,NOUN_CONCRETE,,طعم,فعال,,GENITIVE,PREP_OBJ,MASAQ:919,Full,Certificate,2:61:7,
طَعَامَاً,طعاما,ISM_MUARAB,NOUN_CONCRETE,,طعم,فعال,,ACCUSATIVE,ACC_SPECIF,MASAQ:38010,Full,Certificate,18:19:30,
طَعَامُ,طعام,ISM_MUARAB,NOUN_CONCRETE,,طعم,فعال,,NOMINATIVE,APPOS,MASAQ:3364,Full,Certificate,2:184:18,
طَعَامِ,طعام,ISM_MUARAB,NOUN_CONCRETE,,طعم,فعال,,GENITIVE,PREP_OBJ,MASAQ:73629,Full,Certificate,69:34:4,
طَعَامِكَ,طعامك,ISM_MUARAB,NOUN_CONCRETE,,طعم,فعال,,GENITIVE,PREP_OBJ,MASAQ:5373,Full,Certificate,2:259:39,
طَعَامِهِ,طعامه,ISM_MUARAB,NOUN_CONCRETE,,طعم,فعال,,GENITIVE,PREP_OBJ,MASAQ:75914,Full,Certificate,80:24:4,
طَعِمُوا,طعموا,FIIL,PV,,طعم,فعل,PV,INVARIABLE,,MASAQ:15609,Full,Certificate,5:93:9,
طَعِمْتُمْ,طعمتم,FIIL,PV,,طعم,فعل,PV,INVARIABLE,,MASAQ:54982,Full,Certificate,33:53:22,
طَعْمُهُ,طعمه,ISM_MUARAB,NOUN_ABSTRACT,,طعم,فعل,,NOMINATIVE,AGNT,MASAQ:65870,Full,Certificate,47:15:17,
طَغَوْا,طغوا,FIIL,PV,,طغغ,فعل,PV,INVARIABLE,,MASAQ:76804,Full,Certificate,89:11:2,
طَغَى,طغى,FIIL,PV,,طغو,فعل,PV,INVARIABLE,,MASAQ:40463,Full,Certificate,20:24:5,
طَلَبَاً,طلبا,ISM_MUARAB,GERUND,,طلب,فعل,,ACCUSATIVE,OBJ,MASAQ:38392,Full,Certificate,18:41:8,
طَلَعَتْ,طلعت,FIIL,PV,,طلع,فعل,PV,INVARIABLE,,MASAQ:37928,Full,Certificate,18:17:4,
طَلَّقَكُنَّ,طلقكن,FIIL,PV,,طلق,فعل,PV,INVARIABLE,,MASAQ:72641,Full,Certificate,66:5:4,
طَلَّقَهَا,طلقها,FIIL,PV,,طلق,فعل,PV,INVARIABLE,,MASAQ:4463,Full,Certificate,2:230:2,
طَلَّقْتُمُ,طلقتم,FIIL,PV,,طلق,فعل,PV,INVARIABLE,,MASAQ:4493,Full,Certificate,2:231:2,
طَلَّقْتُمُوهُنَّ,طلقتموهن,FIIL,PV,,طلق,فعل,PV,INVARIABLE,,MASAQ:4732,Partial,Hypothesis,2:237:2,
طَلْعٌ,طلع,ISM_MUARAB,NOUN_CONCRETE,,طلع,فعل,,NOMINATIVE,SUBJ_DELA,MASAQ:67200,Full,Certificate,50:10:4,
طَلْعُهَا,طلعها,ISM_MUARAB,NOUN_CONCRETE,,طلع,فعل,,NOMINATIVE,SUBJ,MASAQ:48229,Full,Certificate,26:148:3,
طَلْعِهَا,طلعها,ISM_MUARAB,NOUN_CONCRETE,,طلع,فعل,,GENITIVE,PREP_OBJ,MASAQ:17992,Full,Certificate,6:99:22,
طَهُورَاً,طهورا,ISM_MUARAB,ADJ_INTENS,,طهر,فعول,,ACCUSATIVE,ADJ,MASAQ:47047,Full,Certificate,25:48:13,
طَهِّرَا,طهرا,FIIL,CV,,,,CV,ACCUSATIVE,IV,MASAQ:2231,None,Certificate,2:125:17,
طَوِيلَاً,طويلا,ISM_MUARAB,ADJ_QUALIT,,,,,ACCUSATIVE,ADJ,MASAQ:74476,Full,Certificate,73:7:6,
